#	D	ID	E	ID0	E0
#
# D             Trajectory length [1 Mpc]
# ID/ID0/ID1    Particle type (PDG MC numbering scheme)
# E/E0/E1       Energy [1 EeV]
# no index = current, 0 = at source, 1 = at point of creation
#
# CRPropa version: -128-NOTFOUND
#
5.91075E+00	1000260560	2.94737E+01	1000260560	2.94737E+01
5.51071E+00	1000260560	1.16533E+03	1000260560	1.16533E+03
3.86464E+00	1000260560	5.82716E+02	1000260560	5.82716E+02
9.22347E+00	1000260560	1.82581E+00	1000260560	1.82581E+00
1.94032E+00	1000260560	5.75118E+00	1000260560	5.75118E+00
2.93557E+00	1000260560	2.45290E+01	1000260560	2.45290E+01
8.15732E+00	1000260560	1.82322E+03	1000260560	1.82322E+03
7.63654E+00	1000260560	1.46643E+01	1000260560	1.46643E+01
4.84701E+00	1000260560	1.32554E+00	1000260560	1.32554E+00
4.99396E+00	1000260560	2.45272E+01	1000260560	2.45272E+01
1.61571E+00	1000260560	3.70064E+03	1000260560	3.70064E+03
8.13841E+00	1000260560	1.87247E+04	1000260560	1.87247E+04
2.05566E+00	1000260560	2.09192E+02	1000260560	2.09192E+02
1.41304E+00	1000260560	1.06177E+00	1000260560	1.06177E+00
2.85139E-02	1000260560	1.72599E+04	1000260560	1.72599E+04
1.10278E+00	1000260560	1.43245E+03	1000260560	1.43245E+03
9.77103E+00	1000260560	4.12601E+03	1000260560	4.12601E+03
7.74546E+00	1000260560	4.96041E+03	1000260560	4.96041E+03
1.76712E+00	1000260560	2.03055E+02	1000260560	2.03055E+02
4.92323E+00	1000260560	3.50928E+00	1000260560	3.50928E+00
8.28614E+00	1000260560	2.21672E+04	1000260560	2.21672E+04
7.05457E+00	1000260560	3.25802E+03	1000260560	3.25802E+03
4.29101E+00	1000260560	4.23199E+02	1000260560	4.23199E+02
5.43980E+00	1000260560	1.80909E+02	1000260560	1.80909E+02
2.31663E+00	1000260560	1.61025E+02	1000260560	1.61025E+02
8.65816E+00	1000260560	7.75488E+03	1000260560	7.75488E+03
1.40029E+00	1000260560	1.99346E+00	1000260560	1.99346E+00
9.15199E+00	1000260560	1.20682E+02	1000260560	1.20682E+02
7.74281E+00	1000260560	4.97106E+01	1000260560	4.97106E+01
6.22293E+00	1000260560	2.87411E+00	1000260560	2.87411E+00
4.33731E+00	1000260560	7.94104E+02	1000260560	7.94104E+02
7.29241E+00	1000260560	9.54176E+03	1000260560	9.54176E+03
5.71253E+00	1000260560	2.48231E+00	1000260560	2.48231E+00
8.17407E+00	1000260560	3.58317E+02	1000260560	3.58317E+02
2.71838E+00	1000260560	1.19491E+04	1000260560	1.19491E+04
2.23309E-01	1000260560	2.46573E+03	1000260560	2.46573E+03
3.13651E+00	1000260560	6.97673E+02	1000260560	6.97673E+02
3.31179E+00	1000260560	1.18927E+04	1000260560	1.18927E+04
7.94670E+00	1000260560	5.71190E+02	1000260560	5.71190E+02
1.21730E-01	1000260560	4.00596E+01	1000260560	4.00596E+01
3.43731E+00	1000260560	1.57465E+03	1000260560	1.57465E+03
2.83423E+00	1000260560	2.04913E+02	1000260560	2.04913E+02
3.81607E-01	1000260560	1.73562E+04	1000260560	1.73562E+04
6.25327E+00	1000260560	4.50764E+01	1000260560	4.50764E+01
8.00040E+00	1000260560	5.02754E+01	1000260560	5.02754E+01
3.86146E+00	1000260560	6.84145E+01	1000260560	6.84145E+01
4.11323E+00	1000260560	6.53423E+01	1000260560	6.53423E+01
5.36026E+00	1000260560	5.66696E+03	1000260560	5.66696E+03
2.96059E+00	1000260560	2.49103E+04	1000260560	2.49103E+04
4.88208E-01	1000260560	1.86593E+04	1000260560	1.86593E+04
