# X	Y	Z
9.60002e+00	9.59991e+00	9.60004e+00
9.60011e+00	9.59946e+00	9.60025e+00
9.60057e+00	9.59723e+00	9.60127e+00
9.60270e+00	9.58607e+00	9.60649e+00
9.60635e+00	9.55491e+00	9.62035e+00
9.60343e+00	9.50608e+00	9.63437e+00
9.59052e+00	9.46254e+00	9.63687e+00
9.56815e+00	9.42259e+00	9.63340e+00
9.54186e+00	9.39176e+00	9.63160e+00
9.51164e+00	9.36758e+00	9.63416e+00
9.44913e+00	9.34229e+00	9.65158e+00
9.39967e+00	9.33740e+00	9.67419e+00
9.35241e+00	9.33698e+00	9.70125e+00
9.31344e+00	9.33330e+00	9.72378e+00
9.26824e+00	9.32497e+00	9.74605e+00
9.19128e+00	9.31224e+00	9.77211e+00
9.13020e+00	9.31340e+00	9.78220e+00
9.08687e+00	9.32719e+00	9.78666e+00
9.04588e+00	9.35624e+00	9.78746e+00
9.00969e+00	9.40536e+00	9.77764e+00
8.99399e+00	9.46265e+00	9.75213e+00
9.01278e+00	9.51755e+00	9.71893e+00
9.03862e+00	9.54089e+00	9.70198e+00
9.07031e+00	9.55594e+00	9.68448e+00
9.11670e+00	9.55989e+00	9.65515e+00
9.14450e+00	9.55104e+00	9.63155e+00
9.17459e+00	9.52980e+00	9.59439e+00
9.19129e+00	9.51461e+00	9.56097e+00
9.20387e+00	9.50653e+00	9.51879e+00
9.20889e+00	9.50854e+00	9.48818e+00
9.21875e+00	9.53903e+00	9.41467e+00
9.24725e+00	9.56251e+00	9.36397e+00
9.26938e+00	9.56247e+00	9.34304e+00
9.29357e+00	9.55009e+00	9.32530e+00
9.31327e+00	9.52451e+00	9.31130e+00
9.32091e+00	9.49096e+00	9.30116e+00
9.30456e+00	9.43306e+00	9.29017e+00
9.27143e+00	9.38380e+00	9.28292e+00
9.24363e+00	9.34531e+00	9.27573e+00
9.22003e+00	9.30700e+00	9.26449e+00
9.20282e+00	9.26432e+00	9.24203e+00
9.20350e+00	9.21493e+00	9.20091e+00
9.21705e+00	9.18050e+00	9.16805e+00
9.23253e+00	9.14709e+00	9.13767e+00
9.24379e+00	9.11274e+00	9.10842e+00
9.24661e+00	9.07781e+00	9.07867e+00
9.23800e+00	9.04688e+00	9.04543e+00
9.22657e+00	9.03336e+00	9.02379e+00
9.21161e+00	9.02493e+00	9.00153e+00
9.18712e+00	9.02171e+00	8.96741e+00
9.16013e+00	9.03393e+00	8.92109e+00
9.14602e+00	9.06626e+00	8.87714e+00
9.14210e+00	9.10937e+00	8.84884e+00
9.14176e+00	9.18531e+00	8.83182e+00
9.15101e+00	9.24737e+00	8.83712e+00
9.16888e+00	9.29549e+00	8.85133e+00
9.19356e+00	9.33646e+00	8.87005e+00
9.22332e+00	9.37150e+00	8.89170e+00
9.25438e+00	9.40079e+00	8.91557e+00
9.29122e+00	9.43007e+00	8.94582e+00
9.32749e+00	9.45717e+00	8.97466e+00
9.35697e+00	9.48267e+00	8.99704e+00
9.38565e+00	9.51339e+00	9.01820e+00
9.41683e+00	9.54794e+00	9.03573e+00
9.45275e+00	9.57807e+00	9.04362e+00
9.48672e+00	9.59731e+00	9.04175e+00
9.55050e+00	9.61466e+00	9.02374e+00
9.58476e+00	9.61421e+00	9.00948e+00
9.61933e+00	9.60913e+00	8.99169e+00
9.65987e+00	9.60347e+00	8.96422e+00
9.69739e+00	9.60634e+00	8.93051e+00
9.73276e+00	9.62144e+00	8.89457e+00
9.76902e+00	9.64569e+00	8.86135e+00
9.80827e+00	9.67300e+00	8.83662e+00
9.86122e+00	9.70446e+00	8.82531e+00
9.91616e+00	9.72460e+00	8.83175e+00
9.97175e+00	9.73636e+00	8.84134e+00
1.00139e+01	9.74364e+00	8.84655e+00
1.00623e+01	9.75282e+00	8.84827e+00
1.01218e+01	9.76918e+00	8.83759e+00
1.01615e+01	9.78667e+00	8.82015e+00
1.01990e+01	9.81364e+00	8.79327e+00
1.02272e+01	9.84850e+00	8.76768e+00
1.02650e+01	9.92794e+00	8.74710e+00
1.03075e+01	1.00107e+01	8.77199e+00
