N bins
9.999999999999999547e-07 -3.569617823668192802e+00
6.582471201878004052e-02 1.224855782093171169e-02
1.521605497715887781e-02 3.594114939310056211e+00
9.950078015656475469e-03 7.175981320799181162e+00
7.477105409426063748e-03 1.075784770228830567e+01
7.026151581231107092e-03 1.433971408377743018e+01
6.255166003994568069e-03 1.792158046526655468e+01
5.498727324441736626e-03 2.150344684675567919e+01
5.164148677716445812e-03 2.508531322824480370e+01
5.731477687381075249e-03 2.866717960973392820e+01
6.153337720208603735e-03 3.224904599122304916e+01
5.993321845687812552e-03 3.583091237271217722e+01
5.949681152636699354e-03 3.941277875420130528e+01
6.167884617892324325e-03 4.299464513569042623e+01
5.818759073483312921e-03 4.657651151717954718e+01
5.964228050320396525e-03 5.015837789866867524e+01
6.211525310943449667e-03 5.374024428015780330e+01
5.760571482748491276e-03 5.732211066164692426e+01
5.993321845687835971e-03 6.090397704313604521e+01
5.949681152636675067e-03 6.448584342462515906e+01
5.353258347604658227e-03 6.806770980611429422e+01
5.091414189297908781e-03 7.164957618760341518e+01
5.033226598563055910e-03 7.523144256909253613e+01
4.887757621725992256e-03 7.881330895058167130e+01
4.698647951837784179e-03 8.239517533207079225e+01
5.120507984665325675e-03 8.597704171355991321e+01
4.931398314777117597e-03 8.955890809504903416e+01
4.684101054154057517e-03 9.314077447653815511e+01
4.334975509745077338e-03 9.672264085802729028e+01
3.971303067652368762e-03 1.003045072395164112e+02
4.044037556070894518e-03 1.038863736210055322e+02
3.491255444089994345e-03 1.074682400024946674e+02
3.578536830192245027e-03 1.110501063839837883e+02
3.433067853355161857e-03 1.146319727654729093e+02
3.302145774201786701e-03 1.182138391469620302e+02
3.142129899680982941e-03 1.217957055284511512e+02
2.909379536741673808e-03 1.253775719099402863e+02
2.793004355271984547e-03 1.289594382914293931e+02
2.240222243291070930e-03 1.325413046729185282e+02
2.342050527077047407e-03 1.361231710544076634e+02
2.036565675719155706e-03 1.397050374358967701e+02
1.731080824361282437e-03 1.432869038173859053e+02
1.774721517412421005e-03 1.468687701988750405e+02
1.527424256789366780e-03 1.504506365803641472e+02
9.600952471247447152e-04 1.540325029618532824e+02
1.120111121645544355e-03 1.576143693433424176e+02
8.437200656550787646e-04 1.611962357248315243e+02
7.273448841854184520e-04 1.647781021063206595e+02
4.509538281949558971e-04 1.683599684878097662e+02
3.927662374601228676e-04 1.719418348692989014e+02
1.309220791533753192e-04 1.755237012507880365e+02
9.999999999999999547e-07 1.791055676322771433e+02
