dE N yerr
1.698696169167496439e+00 3.890768534121172850e-01 4.499577170349061510e-03
2.399052834201232720e+00 4.683100052021860193e-01 4.915709307076469164e-03
3.388160052253266219e+00 3.706828211386978822e-01 4.367022877380825029e-03
4.785066996453627652e+00 3.212412230499388510e-01 4.084381617256152217e-03
6.757905709124448990e+00 2.442045215720598517e-01 3.566264779536804878e-03
9.544127513212218972e+00 1.576930324802956751e-01 2.861947226594184056e-03
1.347908270834043520e+01 8.958593627684162397e-02 2.166415637090583941e-03
1.903638341029802916e+01 5.873948580099887240e-02 1.769454270091067082e-03
2.688490761464341006e+01 3.774828833586121868e-02 1.408753608763852047e-03
3.796930550668054849e+01 2.989331314438343351e-02 1.248811072100715867e-03
5.362369777586321362e+01 2.624962214271557917e-02 1.171577972432365786e-03
7.573225068999971654e+01 2.572799108022780917e-02 1.159907415901798196e-03
1.069559547822629781e+02 2.856558906015482444e-02 1.216935008005341334e-03
1.510529022861333601e+02 2.604762823822938736e-02 1.161406339555905122e-03
2.133306119842893906e+02 2.590029708468540373e-02 1.154837168106777334e-03
3.012848433946923024e+02 2.660169758399316686e-02 1.179099515180910595e-03
4.255017881167903511e+02 2.599557275369453538e-02 1.162557355826047490e-03
6.009322262965697519e+02 2.530329773621842193e-02 1.144254676851422063e-03
8.486910059767665189e+02 2.449944027839681335e-02 1.130074911803046703e-03
1.198598431082289608e+03 2.588693824007554795e-02 1.160021440258069162e-03
