N bins
9.999999999999999547e-07 -3.252945417874164580e+00
8.718220170050756945e-03 3.141954619968935214e-01
1.190295813171313166e-02 3.881336341867951401e+00
8.492634564433004449e-03 7.448477221739009835e+00
7.019693257164155015e-03 1.101561810161006782e+01
6.409285147845535970e-03 1.458275898148112582e+01
5.440594017839893611e-03 1.814989986135218203e+01
6.051002127158515258e-03 2.171704074122324002e+01
6.157160059213928963e-03 2.528418162109429801e+01
5.705988847978413561e-03 2.885132250096535600e+01
6.170429800720861856e-03 3.241846338083642109e+01
5.719258589485356863e-03 3.598560426070747553e+01
6.329666698803968101e-03 3.955274514057852997e+01
6.409285147845526429e-03 4.311988602044959151e+01
6.833916876067189054e-03 4.668702690032065306e+01
6.568522045928658695e-03 5.025416778019170749e+01
6.741028685518690895e-03 5.382130866006276193e+01
6.634870753463277190e-03 5.738844953993382347e+01
6.807377393053337146e-03 6.095559041980488502e+01
6.648140494970230900e-03 6.452273129967593945e+01
7.643371107989696545e-03 6.808987217954698679e+01
7.510673692920431799e-03 7.165701305941804833e+01
7.178930155247295088e-03 7.522415393928910987e+01
6.860456359081029687e-03 7.879129481916015720e+01
7.152390672233414556e-03 8.235843569903121875e+01
7.484134209906577288e-03 8.592557657890228029e+01
6.754298427025617717e-03 8.949271745877334183e+01
7.550482917441240886e-03 9.305985833864440337e+01
6.953344549629515703e-03 9.662699921851545071e+01
6.701219460997911298e-03 1.001941400983865122e+02
6.037732385651606651e-03 1.037612809782575738e+02
5.414054534826034763e-03 1.073284218581286211e+02
5.918304712089244440e-03 1.108955627379996827e+02
5.772337555513052006e-03 1.144627036178707442e+02
5.666179623457639168e-03 1.180298444977418058e+02
5.387515051812202804e-03 1.215969853776128673e+02
4.869995133042026407e-03 1.251641262574839146e+02
5.002692548111351868e-03 1.287312671373549904e+02
4.737297717972780743e-03 1.322984080172260235e+02
4.445363404820396741e-03 1.358655488970970850e+02
4.206508057695718290e-03 1.394326897769681466e+02
3.489942016321684239e-03 1.429998306568392081e+02
3.131658995634666997e-03 1.465669715367102697e+02
3.383784084266271835e-03 1.501341124165813312e+02
2.255856056177532772e-03 1.537012532964523928e+02
2.468171920288339365e-03 1.572683941763234259e+02
1.711796654393525933e-03 1.608355350561944874e+02
1.605638722338113096e-03 1.644026759360655490e+02
9.819608715125650606e-04 1.679698168159366105e+02
7.829147489086667492e-04 1.715369576958076721e+02
5.175199187701357397e-04 1.751040985756787336e+02
9.999999999999999547e-07 1.786712394555497951e+02
