dE N yerr
1.182211681822258176e+18 4.931521858650895953e+07 5.259112073367577977e+05
1.613031110484069888e+18 6.140609220520467311e+07 7.443299392508622259e+05
2.200848970954976256e+18 7.188318402375051379e+07 1.015262752734503709e+06
3.002878345911121408e+18 7.084542469736090302e+07 1.275924702747219941e+06
4.097181805450826240e+18 7.008900544849061966e+07 1.603317577785928035e+06
5.590269339340758016e+18 6.258198919217486680e+07 1.835099030938918935e+06
7.627465113897926656e+18 7.103661550704091787e+07 2.440846994952529203e+06
1.040705206353985946e+19 9.324822237926039100e+07 3.769335983046815265e+06
1.419957102863503155e+19 1.180016099643085897e+08 5.587538174981961958e+06
1.937415285003092787e+19 2.342823337661173642e+08 1.071582452354706824e+07
2.643444635752792064e+19 5.177792038699834943e+08 2.451755589360490069e+07
3.606763917049973146e+19 9.944401194999750853e+08 4.587010223773504794e+07
4.921134256942383923e+19 2.259890686299911499e+09 1.036908960529483110e+08
6.714485043052059034e+19 4.942885362013179779e+09 2.275147401725249887e+08
9.161365457519886336e+19 1.114576355926945496e+10 5.248335082201216817e+08
1.249993357764450877e+20 2.303863711858338547e+10 1.068391213719108343e+09
1.705513661364450099e+20 5.132890980839878845e+10 2.433223682259252071e+09
2.327033844646155715e+20 1.002050514786838226e+11 4.771669118032563210e+09
3.175047281530705019e+20 2.357650922806956055e+12 1.070554136673604736e+11
4.332092231124550287e+20 3.199748187245051270e+12 1.414102275806461487e+11
