N bins
9.999999999999999547e-07 -1.363731267897497546e+00
9.287461256578189361e-04 4.225954645562268186e-01
2.208909704267245002e-03 2.208922197009951294e+00
3.564377022794873277e-03 3.995248929463675935e+00
4.869641848043697839e-03 5.781575661917400133e+00
4.944945587961896254e-03 7.567902394371125219e+00
5.823489220340922860e-03 9.354229126824851193e+00
7.505272745180749903e-03 1.114055585927857450e+01
9.086651283462981663e-03 1.292688259173229959e+01
9.839688682645007442e-03 1.471320932418602467e+01
1.054252358854819958e-02 1.649953605663974798e+01
1.076843480830282605e-02 1.828586278909347485e+01
1.137086472764843939e-02 2.007218952154719815e+01
1.257572456633963831e-02 2.185851625400092146e+01
1.475953302396751030e-02 2.364484298645464833e+01
1.400649562478546717e-02 2.543116971890837164e+01
1.373038191175208859e-02 2.721749645136209850e+01
1.425750809117950005e-02 2.900382318381582181e+01
1.671743026184078357e-02 3.079014991626954512e+01
1.566317790298586698e-02 3.257647664872326487e+01
1.614010158913454021e-02 3.436280338117699529e+01
1.636601280888914586e-02 3.614913011363071860e+01
1.686803774167715611e-02 3.793545684608444191e+01
1.774658137405617231e-02 3.972178357853816522e+01
1.777168262069557178e-02 4.150811031099188853e+01
1.784698636061370428e-02 4.329443704344561183e+01
1.709394896143175829e-02 4.508076377589934225e+01
1.749556890766216719e-02 4.686709050835306556e+01
1.729475893454696447e-02 4.865341724080678887e+01
1.704374646815295935e-02 5.043974397326051218e+01
1.671743026184068295e-02 5.222607070571423549e+01
1.661702527528315099e-02 5.401239743816796590e+01
1.503564673700091489e-02 5.579872417062168921e+01
1.470933053068870962e-02 5.758505090307541252e+01
1.511095047691911851e-02 5.937137763552913583e+01
1.395629313150663874e-02 6.115770436798285914e+01
1.368017941847334169e-02 6.294403110043658955e+01
1.270123079953661659e-02 6.473035783289030576e+01
1.177248467387880144e-02 6.651668456534403617e+01
1.142106722092728517e-02 6.830301129779776659e+01
1.046721984862997862e-02 7.008933803025148279e+01
9.438068736414636714e-03 7.187566476270521321e+01
8.509322610756745245e-03 7.366199149515892941e+01
8.408917624199143889e-03 7.544831822761265983e+01
6.551425372883563913e-03 7.723464496006639024e+01
5.798387973701498235e-03 7.902097169252010644e+01
4.618629381649715267e-03 8.080729842497383686e+01
4.292313175337473564e-03 8.259362515742755306e+01
2.886643363531071933e-03 8.437995188988128348e+01
1.907694744594432695e-03 8.616627862233499968e+01
3.765186995910064388e-04 8.795260535478873010e+01
9.999999999999999547e-07 8.973893208724246051e+01
