N bins
9.999999999999999547e-07 -2.781444048380519618e+00
4.098462674398101581e-04 7.918715003453654644e-01
9.472002625275610351e-04 4.365187049071250769e+00
1.398031156711351895e-03 7.938502597797136850e+00
2.067446726863042105e-03 1.151181814652302293e+01
2.408985283062884102e-03 1.508513369524890813e+01
3.146708564454540630e-03 1.865844924397479332e+01
3.474585578406392313e-03 2.223176479270068029e+01
4.207755012382049034e-03 2.580508034142656371e+01
4.353478129693985621e-03 2.937839589015245068e+01
5.027447547261668266e-03 3.295171143887833409e+01
5.368986103461510263e-03 3.652502698760422106e+01
5.965540114957233915e-03 4.009834253633010803e+01
6.325294060821067335e-03 4.367165808505599500e+01
6.794340344668862303e-03 4.724497363378188197e+01
7.272494323348628262e-03 5.081828918250776184e+01
7.504740541564519987e-03 5.439160473123364881e+01
7.832617555516367333e-03 5.796492027995953578e+01
7.823509860684387668e-03 6.153823582868542275e+01
8.242463822956177383e-03 6.511155137741130261e+01
8.620433158484002226e-03 6.868486692613718958e+01
8.101294553060243639e-03 7.225818247486307655e+01
8.711510106803960207e-03 7.583149802358896352e+01
8.538463904996039522e-03 7.940481357231485049e+01
8.889110156027876797e-03 8.297812912104073746e+01
8.802587055123918189e-03 8.655144466976662443e+01
8.556679294660033547e-03 9.012476021849251140e+01
8.757048580963973025e-03 9.369807576721839837e+01
8.474710041172070843e-03 9.727139131594427113e+01
8.215140738460191550e-03 1.008447068646701581e+02
8.333540771276135364e-03 1.044180224133960451e+02
8.319879229028142448e-03 1.079913379621219320e+02
8.206033043628194537e-03 1.115646535108478190e+02
7.841725250348362611e-03 1.151379690595737060e+02
7.076678884460718515e-03 1.187112846082995929e+02
6.908186530068796335e-03 1.222846001570254799e+02
6.935509614564811659e-03 1.258579157057513669e+02
6.420924856556996935e-03 1.294312312544772396e+02
6.033847826197225386e-03 1.330045468032031408e+02
5.519263068189418468e-03 1.365778623519290136e+02
5.291570697389566882e-03 1.401511779006549148e+02
4.899939819613708357e-03 1.437244934493807875e+02
4.403570451269975261e-03 1.472978089981066887e+02
3.970954946750174415e-03 1.508711245468325615e+02
3.429047104246395975e-03 1.544444400955584342e+02
3.082954700630582360e-03 1.580177556442843354e+02
2.477292994302841746e-03 1.615910711930102082e+02
1.853415898311147874e-03 1.651643867417361093e+02
1.398031156711346257e-03 1.687377022904619821e+02
9.107694831995812252e-04 1.723110178391878833e+02
3.005539294558593985e-04 1.758843333879137560e+02
9.999999999999999547e-07 1.794576489366396572e+02
