dE N yerr
8.491370481636011103e-02 1.678634849049950584e-01 1.347442919158280215e-03
1.199230482258779040e-01 1.805392288319990213e-01 1.401087378145303127e-03
1.693665059943938178e-01 1.635145853247210457e-01 1.331191879326991227e-03
2.391951653757176666e-01 1.515982143563653073e-01 1.274519722390407258e-03
3.378137064539241119e-01 1.602250107509184951e-01 1.311866265984396691e-03
4.770920017922857803e-01 1.725809262010984391e-01 1.366851686663608659e-03
6.737937917424794421e-01 1.895670977043018846e-01 1.436320474965379138e-03
9.515943928742855995e-01 1.951615526385652444e-01 1.455173902024584727e-03
1.343930293878205395e+00 1.664526891637469197e-01 1.349710063274526736e-03
1.898023620492441443e+00 1.263690554169238367e-01 1.172700811443089632e-03
2.680565859968414344e+00 1.052817744938149558e-01 1.073298493940448529e-03
3.785744946505960051e+00 7.528742764148808886e-02 9.034129959007224878e-04
5.346581859460184383e+00 5.174660791804649995e-02 7.572223883386515952e-04
7.550941223943786973e+00 2.811201232155939242e-02 5.544225629982380346e-04
1.066414297324728366e+01 1.613088458761837221e-02 4.184550170947962046e-04
1.506089664600281708e+01 1.071805713992590031e-02 3.430766487846527305e-04
2.127040197703836810e+01 7.299097775858876327e-03 2.819887484299974994e-04
3.004004415533077932e+01 5.750055444276059961e-03 2.500024106206982333e-04
4.242535020393023615e+01 5.346872629227787839e-03 2.400816683677882326e-04
5.991703376397062186e+01 5.602168982636239122e-03 2.459079253021731687e-04
