N bins
9.999999999999999547e-07 -3.448172932573682292e+00
1.855774174505749833e-03 1.424228902945475495e-01
4.426021406196214286e-03 3.733018713162777669e+00
5.029148012910582971e-03 7.323614536031007205e+00
5.335350751704028872e-03 1.091421035889923630e+01
5.196167688616098838e-03 1.450480618176746717e+01
4.704387532372079558e-03 1.809540200463569803e+01
5.168331075998512138e-03 2.168599782750392535e+01
5.066263496400695392e-03 2.527659365037215622e+01
5.335350751704028872e-03 2.886718947324038709e+01
5.947756229290926747e-03 3.245778529610861796e+01
5.502370427409546474e-03 3.604838111897684882e+01
6.068381550633813147e-03 3.963897694184507969e+01
6.281795580701961951e-03 4.322957276471330346e+01
6.745739124328399734e-03 4.682016858758153433e+01
6.875643316543801446e-03 5.041076441044976519e+01
7.154009442719663249e-03 5.400136023331799606e+01
7.339586860170238362e-03 5.759195605618622693e+01
7.005547508759190148e-03 6.118255187905445780e+01
7.701462824198875012e-03 6.477314770192269577e+01
7.868482499904362257e-03 6.836374352479091954e+01
7.803530403796691758e-03 7.195433934765915751e+01
7.924155725139533923e-03 7.554493517052738127e+01
7.450933310640598176e-03 7.913553099339561925e+01
7.209682667954850528e-03 8.272612681626384301e+01
7.989107821247235647e-03 8.631672263913206677e+01
7.784972662051634247e-03 8.990731846200030475e+01
8.081896529972522336e-03 9.349791428486852851e+01
8.248916205678072031e-03 9.708851010773676649e+01
7.859203629031832200e-03 1.006791059306049902e+02
8.406657010511062178e-03 1.042697017534732282e+02
7.256077022317465250e-03 1.078602975763414520e+02
7.256077022317494740e-03 1.114508933992096900e+02
6.875643316543814457e-03 1.150414892220779137e+02
6.133333646741489717e-03 1.186320850449461375e+02
6.365305418554733329e-03 1.222226808678143755e+02
5.715784457477719564e-03 1.258132766906825992e+02
5.595159136134822755e-03 1.294038725135508230e+02
5.270398655596359241e-03 1.329944683364190610e+02
5.159052205125973407e-03 1.365850641592872705e+02
4.880686078950110737e-03 1.401756599821555085e+02
3.952798991697269865e-03 1.437662558050237465e+02
4.082703183912640352e-03 1.473568516278919560e+02
3.470297706325744646e-03 1.509474474507601940e+02
2.950680937464135629e-03 1.545380432736284320e+02
2.347554330749786894e-03 1.581286390964966699e+02
2.032072721083791854e-03 1.617192349193648795e+02
1.466061597859539276e-03 1.653098307422331175e+02
1.150579988193571558e-03 1.689004265651013554e+02
9.464448289979303678e-04 1.724910223879695650e+02
2.319717718132182141e-04 1.760816182108378030e+02
9.999999999999999547e-07 1.796722140337060409e+02
