dE N yerr
1.222113906791855104e+18 3.863597632722094655e+07 2.334084689665588085e+06
1.664489060726652416e+18 9.158926533902864158e+07 3.887747796417089179e+06
2.266993132048988672e+18 3.428679802363948822e+08 9.166806665348343551e+06
3.087588847543194624e+18 8.145295297348492146e+08 1.610484553089271113e+07
4.205220014432367616e+18 1.504882591977992773e+09 2.374979381512861326e+07
5.727406155082385408e+18 3.725331515509282589e+09 4.112937410764272511e+07
7.800586212539334656e+18 5.836988455590489388e+09 5.131430815775752813e+07
1.062420642287826330e+19 5.901089821516416550e+09 4.872941430722487718e+07
1.446990765059229696e+19 4.309467399850151062e+09 4.572137943470580131e+07
1.970765806712796365e+19 3.821533822724027634e+09 5.325177559047760069e+07
2.684134521583722496e+19 3.151825437425466061e+09 5.937336479538962990e+07
3.655725152840256717e+19 3.122082233561883926e+09 7.130718325299085677e+07
4.979007678506215834e+19 3.670190099073796272e+09 1.017145465180811584e+08
6.781285908040232960e+19 3.623234281046609402e+09 1.175532428322155476e+08
9.235944496551077478e+19 3.677426696243301392e+09 1.437987630694724917e+08
1.257912907671877059e+20 5.060818083744912148e+09 2.161874342079464793e+08
1.713246418791712686e+20 6.027930059118705750e+09 2.825937199306361675e+08
2.333399453651410616e+20 7.707227196116894531e+10 3.485328614732268333e+09
3.178032623083306353e+20 5.409851473173099976e+11 2.419359128438486099e+10
4.328402210593228718e+20 5.784783542568545898e+12 2.587033847261063232e+11
