N bins
9.999999999999999547e-07 -1.429090908919692815e+00
1.018870635959332350e-03 3.397257966223638515e-01
1.883366933136947736e-03 2.108542502164420629e+00
3.241861114416056885e-03 3.877359207706477573e+00
3.951983072811956176e-03 5.646175913248534961e+00
5.372226989603750419e-03 7.414992618790591905e+00
6.576346832101148676e-03 9.183809324332649737e+00
8.058340484405632567e-03 1.095262602987470579e+01
9.509459268953765129e-03 1.272144273541676185e+01
1.055920477266943970e-02 1.449025944095881968e+01
1.102232778901458994e-02 1.625907614650087751e+01
9.910832549786249140e-03 1.802789285204293535e+01
1.358494181279109106e-02 1.979670955758498962e+01
1.312181879644594082e-02 2.156552626312704746e+01
1.389369049035455404e-02 2.333434296866910529e+01
1.435681350669967653e-02 2.510315967421115957e+01
1.528305953938997701e-02 2.687197637975321740e+01
1.590055689451684573e-02 2.864079308529527523e+01
1.580793229124784552e-02 3.040960979083733307e+01
1.636367991086199597e-02 3.217842649637938734e+01
1.725905107579595379e-02 3.394724320192144518e+01
1.685767779496355825e-02 3.571605990746350301e+01
1.827792171175528571e-02 3.748487661300555374e+01
1.843229605053700246e-02 3.925369331854761157e+01
1.741342541457767054e-02 4.102251002408966940e+01
1.725905107579595379e-02 4.279132672963172723e+01
1.676505319169445743e-02 4.456014343517378506e+01
1.661067885291274415e-02 4.632896014071584290e+01
1.682680292720721560e-02 4.809777684625790073e+01
1.803092276970453753e-02 4.986659355179995146e+01
1.614755583656759391e-02 5.163541025734200929e+01
1.633280504310565331e-02 5.340422696288406712e+01
1.512868520060826026e-02 5.517304366842612495e+01
1.364669154830377810e-02 5.694186037396818278e+01
1.472731191977579707e-02 5.871067707951024062e+01
1.272044551561347589e-02 6.047949378505229845e+01
1.407893969689258569e-02 6.224831049059435628e+01
1.309094392868964847e-02 6.401712719613641411e+01
1.148545080535969508e-02 6.578594390167846484e+01
1.018870635959335906e-02 6.755476060722052978e+01
1.065182937593842777e-02 6.932357731276258050e+01
9.756458211004549741e-03 7.109239401830464544e+01
8.768462442801557011e-03 7.286121072384669617e+01
8.336214294212681772e-03 7.463002742938874690e+01
6.885095509664602986e-03 7.639884413493081183e+01
5.495726460629101091e-03 7.816766084047286256e+01
4.816479369989587825e-03 7.993647754601492750e+01
3.951983072811937961e-03 8.170529425155697822e+01
2.994862172365320412e-03 8.347411095709904316e+01
1.821617197624266979e-03 8.524292766264109389e+01
1.173244974741043892e-03 8.701174436818314462e+01
9.999999999999999547e-07 8.878056107372520955e+01
