N bins
9.999999999999999547e-07 -1.556887538886759348e+00
1.000369443833135476e-03 2.243169213494664305e-01
2.790504238060851922e-03 2.005521381585692264e+00
2.579900144622297633e-03 3.786725841821918070e+00
4.264732892130735850e-03 5.567930302058143432e+00
5.054498242525318555e-03 7.349134762294369239e+00
6.318122803156641688e-03 9.130339222530594157e+00
6.844633036753028713e-03 1.091154368276682085e+01
7.371143270349423543e-03 1.269274814300304755e+01
9.371882158015695796e-03 1.447395260323927246e+01
1.058285569528738708e-02 1.625515706347549738e+01
1.116201695224339034e-02 1.803636152371172230e+01
1.284684969975185241e-02 1.981756598394795077e+01
1.384721914358498854e-02 2.159877044418417569e+01
1.458433347061990210e-02 2.337997490442040061e+01
1.511084370421631774e-02 2.516117936465662908e+01
1.669037440500547795e-02 2.694238382489285399e+01
1.495289063413740398e-02 2.872358828512907891e+01
1.637446826484761572e-02 3.050479274536530383e+01
1.700628054516331242e-02 3.228599720560153230e+01
1.616386417140909526e-02 3.406720166583775722e+01
1.716423361524216026e-02 3.584840612607398214e+01
1.763809282547897789e-02 3.762961058631021416e+01
1.742748873204042273e-02 3.941081504654643908e+01
1.600591110133017803e-02 4.119201950678266400e+01
1.658507235828620557e-02 4.297322396701888891e+01
1.774339487219825720e-02 4.475442842725511383e+01
1.800664998899645028e-02 4.653563288749133875e+01
1.763809282547890503e-02 4.831683734772756367e+01
1.647977031156692626e-02 5.009804180796379569e+01
1.600591110133017803e-02 5.187924626820002061e+01
1.626916621812837110e-02 5.366045072843624553e+01
1.558470291445306598e-02 5.544165518867247044e+01
1.400517221366390404e-02 5.722285964890869536e+01
1.395252119030426612e-02 5.900406410914492028e+01
1.458433347061993159e-02 6.078526856938114520e+01
1.305745379319040757e-02 6.256647302961737012e+01
1.179382923255907663e-02 6.434767748985359503e+01
1.158322513912052147e-02 6.612888195008981995e+01
1.237299048951510244e-02 6.791008641032604487e+01
1.079345978872594050e-02 6.969129087056226979e+01
9.319231134655981547e-03 7.147249533079849471e+01
7.792351457226532989e-03 7.325369979103473383e+01
6.528726896595203784e-03 7.503490425127095875e+01
7.371143270349423543e-03 7.681610871150718367e+01
6.528726896595203784e-03 7.859731317174340859e+01
5.265102335963873711e-03 8.037851763197963351e+01
4.370034938850015163e-03 8.215972209221585842e+01
2.527249121262659277e-03 8.394092655245208334e+01
1.474228654069884578e-03 8.572213101268830826e+01
6.318122803156648194e-04 8.750333547292453318e+01
9.999999999999999547e-07 8.928453993316075810e+01
