dE N yerr
1.705073228439573652e-01 1.669608998874521355e-01 4.752883803538805220e-03
2.407615987040833405e-01 1.324027782214673155e-01 4.199561115418594913e-03
3.399628030263236456e-01 2.652812670146645901e-01 5.899510894784279827e-03
4.800379631286887383e-01 3.413783559192686834e-01 6.694980378271438159e-03
6.778284094418924877e-01 5.025387614178475904e-01 8.152255205049644543e-03
9.571146199604966265e-01 6.647662179475078981e-01 9.394640064320364248e-03
1.351475363058911139e+00 8.528196117252589969e-01 1.067861481580473920e-02
1.908324895330301363e+00 1.139476201442451542e+00 1.231236765983606540e-02
2.694613609451838254e+00 1.175152235652221488e+00 1.252930078171604449e-02
3.804877524791870691e+00 1.075275856940312025e+00 1.203474326841273180e-02
5.372604416412550599e+00 7.632184359451327227e-01 1.013578344236746621e-02
7.586283139779797402e+00 5.431491076101543358e-01 8.564421581797430558e-03
1.071206577225281542e+01 3.024782979931978644e-01 6.432797041205575057e-03
1.512576725582127679e+01 2.300986430111852388e-01 5.612162024663054985e-03
2.135804987959474133e+01 1.287236258683108203e-01 4.156702673820345841e-03
3.015822516267382980e+01 8.817903370510875305e-02 3.442812853357255908e-03
4.258434408056498910e+01 7.600639782646169407e-02 3.194787193694373622e-03
6.013040724347365540e+01 6.381061288603076531e-02 2.915581321155907412e-03
8.490598959151603253e+01 6.565244358246814793e-02 2.956837350333444032e-03
1.198898760044082366e+02 6.215016332925329262e-02 2.875966573150259224e-03
