N bins
1.000000000000000048e-04 -3.978953679685724998e-01
1.134843765463625331e+01 -3.186348254270658931e-01
2.133387757529530693e-01 -2.393742828855593141e-01
8.889115656373043628e-02 -1.601137403440527351e-01
5.807555562163722179e-02 -8.085319780254615618e-02
4.266775515059059720e-02 -1.592655261039577219e-03
8.415029488033151650e-02 7.766788728046702950e-02
8.533551030118124991e-02 1.569284298219735807e-01
4.148253972974085685e-02 2.361889723634801319e-01
4.622340141313981132e-02 3.154495149049867386e-01
4.029732430889111650e-02 3.947100574464933453e-01
2.963038552124351230e-02 4.739705999879999521e-01
2.133387757529529860e-02 5.532311425295064478e-01
2.251909299614503895e-02 6.324916850710130545e-01
3.792689346719169824e-02 7.117522276125196612e-01
3.200081636294290627e-02 7.910127701540261569e-01
2.844517010039377194e-02 8.702733126955328746e-01
2.488952383784454742e-02 9.495338552370393703e-01
2.607473925869421491e-02 1.028794397778545866e+00
2.725995467954403506e-02 1.108054940320052584e+00
2.725995467954395179e-02 1.187315482861559079e+00
2.133387757529532983e-02 1.266576025403065797e+00
2.488952383784454742e-02 1.345836567944572293e+00
1.896344673359579708e-02 1.425097110486078789e+00
1.659301589189636494e-02 1.504357653027585506e+00
1.777823131274610530e-02 1.583618195569092002e+00
2.488952383784447803e-02 1.662878738110598498e+00
1.659301589189636494e-02 1.742139280652105215e+00
2.725995467954403506e-02 1.821399823193611711e+00
1.540780047104662633e-02 1.900660365735118207e+00
1.540780047104649796e-02 1.979920908276624703e+00
1.185215420849740527e-02 2.059181450818131864e+00
5.926077104248702633e-03 2.138441993359638360e+00
1.422258505019688597e-02 2.217702535901144856e+00
5.926077104248702633e-03 2.296963078442651351e+00
5.926077104248702633e-03 2.376223620984157847e+00
3.555646262549221493e-03 2.455484163525664343e+00
5.926077104248702633e-03 2.534744706067170839e+00
2.370430841699481140e-03 2.614005248608677334e+00
5.926077104248702633e-03 2.693265791150183830e+00
7.111292525098362322e-03 2.772526333691690326e+00
1.185215420849740570e-03 2.851786876233197709e+00
2.370430841699481140e-03 2.931047418774704205e+00
1.000000000000000048e-04 3.010307961316210701e+00
5.926077104248702633e-03 3.089568503857717197e+00
3.555646262549221493e-03 3.168829046399223692e+00
1.185215420849740570e-03 3.248089588940730188e+00
1.185215420849740570e-03 3.327350131482236684e+00
1.185215420849740570e-03 3.406610674023743179e+00
2.370430841699481140e-03 3.485871216565249675e+00
3.555646262549181161e-03 3.565131759106756171e+00
1.000000000000000048e-04 3.644392301648263555e+00
