dE N yerr
1.196287200236740864e+18 6.000126636792566627e+06 1.836869093151350389e+05
1.631182102832611584e+18 2.109020185473188013e+07 4.277482653094590642e+05
2.224177481857926912e+18 6.169508918715698272e+07 9.210274238301083678e+05
3.032748742285281280e+18 1.425027834194598794e+08 1.779755971588478656e+06
4.135265737044484096e+18 2.917993005313217640e+08 3.195798185025283135e+06
5.638588676188309504e+18 8.309056833364779949e+08 6.445973084479122423e+06
7.688425431629489152e+18 1.976737789340920448e+09 1.135269029836694337e+07
1.048345410747124326e+19 2.579431800319141388e+09 1.363691143036210909e+07
1.429457969005269811e+19 2.607828289293001652e+09 1.567344888477122784e+07
1.949119120668863693e+19 2.699804205931316376e+09 2.067435044253787026e+07
2.657696433845248410e+19 2.904722032619699955e+09 2.843261059911853820e+07
3.623867961466533478e+19 3.605436798986897469e+09 4.087334484620079398e+07
4.941278783725943194e+19 4.138489672810154915e+09 5.863271627594686300e+07
6.737617451332075520e+19 5.179739744062398911e+09 8.759112876433196664e+07
9.186992053555896320e+19 6.935320255110325813e+09 1.338924794917885661e+08
1.252680544743792640e+20 8.179420412218829155e+09 1.932206453515753448e+08
1.708076526061893386e+20 1.086322885966699791e+10 2.895060218519930840e+08
2.329025888623809659e+20 1.336797526612767792e+10 4.235805053278260231e+08
3.175713445571562045e+20 2.687756663207312775e+10 1.049392672835633159e+09
4.330203428671718687e+20 7.946057953334764099e+10 3.539455528193910122e+09
