dE N yerr
3.393422001778966662e-02 1.122651197393349232e-01 1.834995190659303955e-03
4.792981062827709332e-02 6.109638035850773613e-02 1.349393304127857827e-03
6.769764402005366832e-02 5.412500800493577624e-02 1.262825652666829191e-03
9.561838333577928062e-02 4.640123766931276983e-02 1.171061595045757827e-03
1.350545556510016065e-01 3.541124901198219183e-02 1.018001833356826187e-03
1.907555050166215849e-01 3.462546764343026051e-02 1.006282213487321190e-03
2.694293614809763482e-01 3.449797953182730248e-02 1.014646456818450162e-03
3.805509089854116622e-01 3.204742445531821166e-02 9.742703863840680321e-04
5.375026446026310856e-01 2.915062163894292790e-02 9.246015738462494285e-04
7.591864482076369214e-01 2.606927017915977585e-02 8.828168841851219547e-04
1.072299957832255402e+00 2.146591978252677599e-02 8.005437235293034418e-04
1.514551797232002173e+00 1.893117534493955409e-02 7.454143012636967307e-04
2.139202869256781714e+00 1.619005686438311151e-02 6.941429614046166390e-04
3.021480628262369184e+00 1.563271478256403335e-02 6.784020377386127320e-04
4.267638809841605152e+00 1.531559844676616891e-02 6.709885504979931853e-04
6.027753691652916856e+00 1.533017267046459832e-02 6.716270588310519537e-04
8.513797953905077875e+00 1.498389991319889342e-02 6.628487068979802086e-04
1.202516879551554574e+01 1.387667446357634428e-02 6.394034078568247874e-04
1.698474468663119552e+01 1.467673182265774243e-02 6.590047129436056627e-04
2.398981311411010964e+01 1.380418385779529945e-02 6.374179858274512875e-04
