dE N yerr
3.399412403966806800e-02 4.070149536088770587e-02 4.705453797160711422e-04
4.801005929915973941e-02 5.300681677505118816e-02 5.441535927795746862e-04
6.780482977643868814e-02 8.851490936470672588e-02 7.027427774603978335e-04
9.576107607707723401e-02 8.192835495657983802e-02 6.803075820930421739e-04
1.352438125967583560e-01 8.840810763502339464e-02 7.021161641000913962e-04
1.910054647985045817e-01 9.324227062013981659e-02 7.233518542558189761e-04
2.697579052408881073e-01 8.969660651318832334e-02 7.132043040654842143e-04
3.809803427180357138e-01 9.340225924356575227e-02 7.268713332258633798e-04
5.380603078450642007e-01 9.131651790469745567e-02 7.149172950218483404e-04
7.599050723007811925e-01 9.276140144440786495e-02 7.250747143249233534e-04
1.073217463709914332e+00 8.957584824071196383e-02 7.152348508079039774e-04
1.515710009573463912e+00 8.001015813296576129e-02 6.687045587135198935e-04
2.140644287672680335e+00 6.368207304786505096e-02 6.023039543818063278e-04
3.023241871731914276e+00 4.834894823188098240e-02 5.243871283551452709e-04
4.269738539759979190e+00 3.314053842734245026e-02 4.338123568334884841e-04
6.030171574551506097e+00 2.357826202735091234e-02 3.653020899940389340e-04
8.516439327587747243e+00 1.273811348182595296e-02 2.693221802591835639e-04
1.202780682502847398e+01 6.938518474075444122e-03 1.988938982393623201e-04
1.698692745353922717e+01 4.842326546037649219e-03 1.661882168325132638e-04
2.399071655452212681e+01 3.365493214006985527e-03 1.382042417376484061e-04
