dE N yerr
1.182170953182222848e+18 3.756507714126362652e+07 3.594456224850012804e+05
1.612861798182287360e+18 5.263784036178435385e+07 4.879944343304437352e+05
2.200462778275374080e+18 9.780649895991575718e+07 7.705839216530008707e+05
3.002139702256204800e+18 1.318585186832890809e+08 1.012590112620539265e+06
4.095885138728337408e+18 1.584655247270871699e+08 1.278821363055974478e+06
5.588106062168811520e+18 2.112286500849775970e+08 1.611306115223895991e+06
7.623975845119278080e+18 2.337978478615346849e+08 1.808911289080276387e+06
1.040155770851697050e+19 2.183457465788136125e+08 1.817151836947567994e+06
1.419107365520727245e+19 1.598182434970616102e+08 1.780269597697822144e+06
1.936119349918322688e+19 1.393501642479085028e+08 2.008628192847915925e+06
2.641490156562362368e+19 1.145809304095456302e+08 2.170031108537831344e+06
3.603843041757836902e+19 1.042019182676673979e+08 2.533984244346884079e+06
4.916802221412994253e+19 9.767896625846199691e+07 2.823280181850750931e+06
6.708101269776722330e+19 8.705986733143380284e+07 3.222230253706243355e+06
9.152009907904761037e+19 9.389969845410719514e+07 3.827066000091573223e+06
1.248628814412262605e+20 1.158491567863599509e+08 5.160331586204954423e+06
1.703531718026197402e+20 1.610483711090283990e+08 7.566712543287226930e+06
2.324165741511649198e+20 7.031156161370004416e+08 3.281862646819083393e+07
3.170910372173842350e+20 8.130651469709381104e+09 3.707257963155785203e+08
4.326142670797670973e+20 6.889554581258178711e+10 3.047759509703701496e+09
