dE N yerr
1.698696169167496439e+00 3.521744757858125130e-01 1.466121526069028881e-02
2.399052834201232720e+00 3.600460111031020816e-01 1.477286677594740784e-02
3.388160052253266219e+00 3.140006359850598394e-01 1.378309814965870961e-02
4.785066996453627652e+00 2.846382679739431487e-01 1.308768150506521045e-02
6.757905709124448990e+00 3.135653933286826067e-01 1.377727241929217229e-02
9.544127513212218972e+00 3.286727301768329612e-01 1.405303115902972570e-02
1.347908270834043520e+01 3.025576050204691336e-01 1.353078743870601147e-02
1.903638341029802916e+01 3.057865146054979943e-01 1.371639977420282576e-02
2.688490761464341006e+01 3.015570634887567714e-01 1.355398204859593198e-02
3.796930550668054849e+01 3.029033764864901834e-01 1.354625080876006860e-02
5.362369777586321362e+01 2.975702963135016810e-01 1.348419724930340763e-02
7.573225068999971654e+01 3.003121534749488841e-01 1.355289776131429237e-02
1.069559547822629781e+02 3.340541670441774524e-01 1.423118597659754972e-02
1.510529022861333601e+02 3.046084131601294320e-01 1.358181784885174707e-02
2.133306119842893906e+02 3.028854805199814870e-01 1.350499607941483583e-02
3.012848433946923024e+02 3.110878585303635813e-01 1.378872690412559325e-02
4.255017881167903511e+02 3.039996614382673989e-01 1.359527816225774947e-02
6.009322262965697519e+02 2.959039994219342384e-01 1.338124140052074189e-02
8.486910059767665189e+02 2.865034604402469376e-01 1.321541917321984554e-02
1.198598431082289608e+03 3.027292583710379237e-01 1.356562244043904575e-02
