N bins
9.999999999999999547e-07 -3.566126777214483567e+00
1.667371833278790683e-01 2.072939380887174436e-03
2.972259607423465358e-02 3.570272655976258314e+00
1.565645974021031769e-02 7.138472372571628810e+00
1.107742510515756160e-02 1.070667208916700019e+01
8.609681888662066782e-03 1.427487180576237158e+01
6.991939113403910361e-03 1.784307152235774296e+01
5.374196338145745266e-03 2.141127123895311257e+01
5.017744540207512600e-03 2.497947095554848573e+01
4.304840944331035126e-03 2.854767067214385534e+01
3.509679241238037282e-03 3.211587038873922495e+01
3.564517979382381737e-03 3.568407010533459811e+01
2.632259430928533383e-03 3.925226982192997127e+01
2.467743216495495249e-03 4.282046953852533733e+01
1.590323406185985928e-03 4.638866925512071049e+01
1.508065298969472282e-03 4.995686897171608365e+01
1.151613501031231159e-03 5.352506868831144970e+01
1.370968453608608544e-03 5.709326840490682287e+01
6.032261195877900838e-04 6.066146812150219603e+01
7.677423340208207369e-04 6.422966783809755498e+01
7.951617030929929641e-04 6.779786755469292814e+01
3.016130597938939035e-04 7.136606727128830130e+01
6.580648577321320447e-04 7.493426698788367446e+01
4.112905360825841678e-04 7.850246670447904762e+01
5.209680123712712337e-04 8.207066642107440657e+01
3.290324288660660223e-04 8.563886613766977973e+01
4.661292742269269418e-04 8.920706585426515289e+01
3.838711670104103684e-04 9.277526557086052605e+01
2.193549525773773302e-04 9.634346528745589922e+01
2.741936907217228147e-04 9.991166500405127238e+01
2.741936907217217305e-04 1.034798647206466313e+02
2.467743216495495574e-04 1.070480644372420045e+02
1.645162144330330112e-04 1.106162641538373776e+02
2.467743216495495574e-04 1.141844638704327508e+02
3.016130597938939035e-04 1.177526635870281240e+02
1.370968453608608652e-04 1.213208633036234971e+02
2.193549525773773302e-04 1.248890630202188703e+02
2.193549525773764628e-04 1.284572627368142435e+02
2.467743216495504790e-04 1.320254624534096308e+02
2.193549525773782517e-04 1.355936621700049898e+02
1.370968453608602960e-04 1.391618618866003487e+02
1.645162144330336617e-04 1.427300616031957361e+02
2.193549525773764628e-04 1.462982613197910950e+02
1.370968453608614073e-04 1.498664610363864824e+02
8.225810721651618032e-05 1.534346607529818414e+02
5.483873814434456293e-05 1.570028604695772287e+02
2.741936907217228147e-05 1.605710601861725877e+02
2.741936907217205785e-05 1.641392599027679466e+02
5.483873814434456293e-05 1.677074596193633340e+02
9.999999999999999547e-07 1.712756593359586930e+02
5.483873814434456293e-05 1.748438590525540803e+02
9.999999999999999547e-07 1.784120587691494393e+02
