N bins
1.000000000000000048e-04 -7.041328151038206418e-01
1.154278884783928838e+01 -6.195752826432550098e-01
1.966994891873172224e-02 -5.350177501826893778e-01
5.785279093744630924e-03 -4.504602177221236348e-01
2.314111637497850722e-03 -3.659026852615580028e-01
2.314111637497850722e-03 -2.813451528009923153e-01
6.942334912493557803e-03 -1.967876203404266278e-01
8.099390731242472538e-03 -1.122300878798609958e-01
3.471167456246778554e-02 -2.767255541929525275e-02
3.355461874371885866e-02 5.688497704127037924e-02
8.099390731242472538e-03 1.414425095018360112e-01
6.942334912493557803e-03 2.260000419624017542e-01
1.388466982498711561e-02 3.105575744229673862e-01
8.099390731242484681e-03 3.951151068835330182e-01
8.099390731242462130e-03 4.796726393440986502e-01
1.157055818748926228e-03 5.642301718046645043e-01
2.314111637497852456e-03 6.487877042652301363e-01
3.471167456246778901e-03 7.333452367257957683e-01
9.256446549991409825e-03 8.179027691863614002e-01
6.942334912493539588e-03 9.024603016469270322e-01
5.785279093744630924e-03 9.870178341074928863e-01
5.785279093744630924e-03 1.071575366568058518e+00
8.099390731242484681e-03 1.156132899028624150e+00
1.041350236874033497e-02 1.240690431489189782e+00
9.256446549991409825e-03 1.325247963949755414e+00
6.942334912493557803e-03 1.409805496410321046e+00
4.628223274995704913e-03 1.494363028870886678e+00
6.942334912493520506e-03 1.578920561331452310e+00
6.942334912493557803e-03 1.663478093792018386e+00
4.628223274995704913e-03 1.748035626252584018e+00
8.099390731242484681e-03 1.832593158713149650e+00
3.471167456246788009e-03 1.917150691173715282e+00
4.628223274995704913e-03 2.001708223634280692e+00
1.157055818748926228e-03 2.086265756094846324e+00
2.314111637497852456e-03 2.170823288555411956e+00
2.314111637497852456e-03 2.255380821015977588e+00
1.157055818748926228e-03 2.339938353476543220e+00
1.000000000000000048e-04 2.424495885937108852e+00
2.314111637497828170e-03 2.509053418397674484e+00
1.000000000000000048e-04 2.593610950858241004e+00
1.157055818748926228e-03 2.678168483318806636e+00
3.471167456246778901e-03 2.762726015779372268e+00
1.000000000000000048e-04 2.847283548239937900e+00
1.000000000000000048e-04 2.931841080700503532e+00
1.000000000000000048e-04 3.016398613161069164e+00
1.000000000000000048e-04 3.100956145621634796e+00
1.000000000000000048e-04 3.185513678082200428e+00
1.000000000000000048e-04 3.270071210542766060e+00
1.000000000000000048e-04 3.354628743003331692e+00
1.157055818748926228e-03 3.439186275463897324e+00
1.157055818748926228e-03 3.523743807924462956e+00
1.000000000000000048e-04 3.608301340385028588e+00
