N bins
9.999999999999999547e-07 -3.171359366670019497e+00
1.017285666795081324e-03 4.117380470060914011e-01
2.334182865591453732e-03 3.994835460682201855e+00
2.943857494663848755e-03 7.577932874358312532e+00
3.386307082619243770e-03 1.116103028803442321e+01
3.428113342898491712e-03 1.474412770171053388e+01
3.671983194527451196e-03 1.832722511538664634e+01
4.264238548483492187e-03 2.191032252906275701e+01
4.668365731182907465e-03 2.549341994273886769e+01
5.075976768905594849e-03 2.907651735641497837e+01
5.372104445883619898e-03 3.265961477009108904e+01
5.581135747279870017e-03 3.624271218376719617e+01
6.051456175421419774e-03 3.982580959744330329e+01
6.344099997376169246e-03 4.340890701111941752e+01
6.960742336495118893e-03 4.699200442479553175e+01
6.831839700634097755e-03 5.057510183847163887e+01
7.364869519194520292e-03 5.415819925214774599e+01
7.692351891381977828e-03 5.774129666582386022e+01
7.775964411940462437e-03 6.132439407949997445e+01
7.988479568360028898e-03 6.490749149317609579e+01
7.932737887987664771e-03 6.849058890685219581e+01
8.047705103755601816e-03 7.207368632052831003e+01
7.957124873150592942e-03 7.565678373420442426e+01
8.399574461105955431e-03 7.923988114788052428e+01
8.207962434826059778e-03 8.282297856155663851e+01
8.061640523848685042e-03 8.640607597523275274e+01
8.099962929104663478e-03 8.998917338890886697e+01
8.218413999895904723e-03 9.357227080258498120e+01
8.065124378871956282e-03 9.715536821626108122e+01
8.065124378871956282e-03 1.007384656299371954e+02
7.737642006684529970e-03 1.043215630436133097e+02
7.664481051195810510e-03 1.079046604572894097e+02
7.476352879939186097e-03 1.114877578709655239e+02
7.633126355986374553e-03 1.150708552846416381e+02
7.079193407286312432e-03 1.186539526983177524e+02
6.887581381006445402e-03 1.222370501119938666e+02
6.490421908353543982e-03 1.258201475256699666e+02
6.267455186864260078e-03 1.294032449393460809e+02
5.995714495049086872e-03 1.329863423530221667e+02
5.445265401372296858e-03 1.365694397666982809e+02
4.974944973230735826e-03 1.401525371803743951e+02
4.581269355601132534e-03 1.437356345940505093e+02
4.187593737971529242e-03 1.473187320077266236e+02
3.867079075830613753e-03 1.509018294214027378e+02
3.198178911362641041e-03 1.544849268350788520e+02
3.023986160199074267e-03 1.580680242487549378e+02
2.306312025405285113e-03 1.616511216624310521e+02
1.874314002519702951e-03 1.652342190761071663e+02
1.390058154285058476e-03 1.688173164897832805e+02
8.709637558177058285e-04 1.724004139034593948e+02
3.274823721874573737e-04 1.759835113171355090e+02
9.999999999999999547e-07 1.795666087308116232e+02
