N bins
9.999999999999999547e-07 -3.538798777971359222e+00
3.301875659137231550e-02 5.741690645562099599e-02
1.852943570672673651e-02 3.653632590882601505e+00
1.167960466747095839e-02 7.249848275309581425e+00
8.833160133731973035e-03 1.084606395973656312e+01
7.217114204899508119e-03 1.444227964416354304e+01
6.868195197537957895e-03 1.803849532859052474e+01
7.070200938642015251e-03 2.163471101301750465e+01
5.692889067477986328e-03 2.523092669744448457e+01
6.537640348458583980e-03 2.882714238187146449e+01
6.500912031894216618e-03 3.242335806629844797e+01
5.582704117784863425e-03 3.601957375072542789e+01
6.298906290790158395e-03 3.961578943515240780e+01
6.133628866250475341e-03 4.321200511957938772e+01
5.619432434349237726e-03 4.680822080400636764e+01
5.564339959502676708e-03 5.040443648843334756e+01
5.876530650299856967e-03 5.400065217286032748e+01
5.509247484656115690e-03 5.759686785728730740e+01
5.747981542324547347e-03 6.119308354171428732e+01
6.390727082201093714e-03 6.478929922614126724e+01
6.317270449072345112e-03 6.838551491056824716e+01
5.711253225760173045e-03 7.198173059499522708e+01
5.692889067477986328e-03 7.557794627942220700e+01
5.711253225760173045e-03 7.917416196384918692e+01
5.454155009809553804e-03 8.277037764827616684e+01
5.086871844165813394e-03 8.636659333270314676e+01
6.005079758275166588e-03 8.996280901713012668e+01
5.362334218398619352e-03 9.355902470155710660e+01
5.013415211037065659e-03 9.715524038598408652e+01
5.105236002448000111e-03 1.007514560704110664e+02
5.141964319012375280e-03 1.043476717548380464e+02
4.260484721467395521e-03 1.079438874392650263e+02
4.517582937418014762e-03 1.115401031236920062e+02
4.205392246620834502e-03 1.151363188081189861e+02
4.517582937418014762e-03 1.187325344925459660e+02
3.929929872388029412e-03 1.223287501769729460e+02
3.525918390179899956e-03 1.259249658613999259e+02
3.746288289566173518e-03 1.295211815458269200e+02
3.507554231897712805e-03 1.331173972302538857e+02
3.085178591407436964e-03 1.367136129146808798e+02
2.809716217174607587e-03 1.403098285991078455e+02
2.717895425763694386e-03 1.439060442835348397e+02
2.534253842941802930e-03 1.475022599679618054e+02
2.020057411040583530e-03 1.510984756523887995e+02
2.001693252758380767e-03 1.546946913368157652e+02
1.524225137421531331e-03 1.582909070212427594e+02
1.395676029446210435e-03 1.618871227056697251e+02
1.156941971777788753e-03 1.654833383900967192e+02
5.692889067477963560e-04 1.690795540745236849e+02
5.692889067478009097e-04 1.726757697589506790e+02
2.020057411040567593e-04 1.762719854433776447e+02
9.999999999999999547e-07 1.798682011278046389e+02
