dE N yerr
1.222113906791855104e+18 1.464860144543432631e+07 8.849543769575242186e+05
1.664489060726652416e+18 4.428780855701837689e+07 1.879912776768607320e+06
2.266993132048988672e+18 1.879884388325772882e+08 5.025997682579688728e+06
3.087588847543194624e+18 5.463762341996047497e+08 1.080292921534704790e+07
4.205220014432367616e+18 1.259137266795169353e+09 1.987148408170779794e+07
5.727406155082385408e+18 3.899945096626053333e+09 4.305718838997649401e+07
7.800586212539334656e+18 8.177713147737858772e+09 7.189215734817042947e+07
1.062420642287826330e+19 1.120187406100417519e+10 9.250168674703498185e+07
1.446990765059229696e+19 1.003720038140879631e+10 1.064898755508680195e+08
1.970765806712796365e+19 1.027848413551762581e+10 1.432271846817553341e+08
2.684134521583722496e+19 9.758529856447208405e+09 1.838289475532678068e+08
3.655725152840256717e+19 1.113188540055477142e+10 2.542480731851353645e+08
4.979007678506215834e+19 1.498123651217427063e+10 4.151854909369605184e+08
6.781285908040232960e+19 1.694424787835544777e+10 5.497439941637457609e+08
9.235944496551077478e+19 2.009804223682933807e+10 7.858956418428260088e+08
1.257912907671877059e+20 3.267654505096484375e+10 1.395872824600926876e+09
1.713246418791712686e+20 4.633097583845712280e+10 2.172029648950541973e+09
2.333399453651410616e+20 8.309709351611722412e+11 3.757780463234886169e+10
3.178032623083306353e+20 6.534693265961081055e+12 2.922403670959817505e+11
4.328402210593228718e+20 8.671896189898189062e+13 3.878189874886755371e+12
