dE N yerr
1.701222655151403973e-01 3.416560191870504082e-01 2.711214180568969918e-03
2.402458612575679997e-01 3.640650304402263671e-01 2.804901906847446797e-03
3.392740725419852166e-01 3.536992024512408683e-01 2.748800721488026469e-03
4.791212456135421349e-01 3.545532462891476388e-01 2.759775162772544910e-03
6.766127640651482533e-01 3.389042782475875648e-01 2.687009860392964959e-03
9.555093552773573640e-01 3.337352372729762151e-01 2.680453006261251242e-03
1.349365806428449499e+00 2.896817153514733012e-01 2.501815499649100421e-03
1.905568029765419169e+00 2.771253887803875049e-01 2.446409417669554841e-03
2.691034187145460166e+00 2.209623222314632818e-01 2.188282121479235252e-03
3.800265791233440549e+00 1.591066889180511867e-01 1.866683242012525962e-03
5.366717432653145714e+00 9.024111679219316839e-02 1.406587579923726820e-03
7.578853055063579092e+00 5.842183027203635970e-02 1.125371140978793970e-03
1.070282055111859876e+01 3.368746312041596969e-02 8.612368258815346345e-04
1.511447271997354669e+01 2.255263725422659155e-02 7.027141881407405165e-04
2.134458711250171703e+01 1.473795443650077926e-02 5.631082936031328980e-04
3.014272528350375069e+01 1.183522288303471073e-02 5.046555993782626381e-04
4.256741452659023395e+01 1.158160803501671020e-02 4.997832764513199071e-04
6.011350209498850461e+01 1.019572124334118014e-02 4.673201169944733182e-04
8.489200423170845511e+01 1.050931023402669647e-02 4.742785315066478454e-04
1.198840881219795733e+02 9.974141290808294716e-03 4.620431730403922171e-04
