dE N yerr
3.393422001778966662e-02 1.134111377588615382e-01 1.484688269483639897e-03
4.792981062827709332e-02 6.314130235412969416e-02 1.118114490325658461e-03
6.769764402005366832e-02 5.220179412695692689e-02 1.011389217574952754e-03
9.561838333577928062e-02 4.152781222586832133e-02 9.051342568534686541e-04
1.350545556510016065e-01 3.511580308268022477e-02 8.251699040753383016e-04
1.907555050166215849e-01 3.753524425880769289e-02 8.537354581926744459e-04
2.694293614809763482e-01 3.315166844935153734e-02 8.085772792524764966e-04
3.805509089854116622e-01 3.204535008628936477e-02 7.949472985542340190e-04
5.375026446026310856e-01 3.022359027000830201e-02 7.659523390837122544e-04
7.591864482076369214e-01 2.618130638187386033e-02 7.203439353595949245e-04
1.072299957832255402e+00 2.125792507828136099e-02 6.474578364176402723e-04
1.514551797232002173e+00 1.705416486632355469e-02 5.748957803650398034e-04
2.139202869256781714e+00 1.346685100170453946e-02 5.145419278130147636e-04
3.021480628262369184e+00 1.201193259877695804e-02 4.843678719508006584e-04
4.267638809841605152e+00 1.074823122416226906e-02 4.570612837301947550e-04
6.027753691652916856e+00 1.038720346601839511e-02 4.494982551208348835e-04
8.513797953905077875e+00 9.936501067265584089e-03 4.387072393201535783e-04
1.202516879551554574e+01 9.166092994823623469e-03 4.223512710488648396e-04
1.698474468663119552e+01 9.694562562498638264e-03 4.352987092637582178e-04
2.398981311411010964e+01 9.118210079101688598e-03 4.210398211764204875e-04
