N bins
1.000000000000000048e-04 3.147592812126958628e-01
2.831830075084475484e-01 3.807646144758124462e-01
4.854194016574032988e-02 4.467699477389290297e-01
3.695954693584520973e-02 5.127752810020456131e-01
3.552801518833007682e-02 5.787806142651621411e-01
4.099386367884233495e-02 6.447859475282786690e-01
5.543932040376781806e-02 7.107912807913953079e-01
7.027519487801542342e-02 7.767966140545118359e-01
8.198772735768480868e-02 8.428019473176284748e-01
1.035908428201858800e-01 9.088072805807450028e-01
1.137417043025655133e-01 9.748126138438615307e-01
1.335228702682299817e-01 1.040817947106978281e+00
1.704824172040741714e-01 1.106823280370094587e+00
1.887019121724491377e-01 1.172828613633211337e+00
2.217572816150712722e-01 1.238833946896327864e+00
2.438809540766679607e-01 1.304839280159444392e+00
2.974983249836001264e-01 1.370844613422561142e+00
3.213138076922588682e-01 1.436849946685677448e+00
3.492937463936932607e-01 1.502855279948794198e+00
3.840409260833762550e-01 1.568860613211910504e+00
4.160551815278054621e-01 1.634865946475027254e+00
4.354459297441496402e-01 1.700871279738144004e+00
4.474187407233641278e-01 1.766876613001260310e+00
4.707136664329316655e-01 1.832881946264377060e+00
4.908852501479143426e-01 1.898887279527493366e+00
4.973922126366194796e-01 1.964892612790610116e+00
5.605097487770629439e-01 2.030897946053726866e+00
5.175637963516053208e-01 2.096903279316843172e+00
4.980429088854933517e-01 2.162908612579959922e+00
5.503588872946790778e-01 2.228913945843076228e+00
4.996045798827792317e-01 2.294919279106192977e+00
4.889331614013061045e-01 2.360924612369309727e+00
4.553572349595844115e-01 2.426929945632426033e+00
4.616039189487413097e-01 2.492935278895542783e+00
4.730561729288654815e-01 2.558940612158659533e+00
4.963510986384266355e-01 2.624945945421775839e+00
4.768302111723144998e-01 2.690951278684892589e+00
4.459872089758489810e-01 2.756956611948008895e+00
3.633487853692939362e-01 2.822961945211125645e+00
4.535352854627500152e-01 2.888967278474242395e+00
2.636621200423315270e-01 2.954972611737358701e+00
2.883885774994129347e-01 3.020977945000475451e+00
3.175397694488099054e-01 3.086983278263591757e+00
2.070515463905969467e-01 3.152988611526708507e+00
2.467440175716998640e-01 3.218993944789825257e+00
2.821418935102540937e-01 3.284999278052941563e+00
2.156407368756891874e-01 3.351004611316058313e+00
1.350845412655183042e-01 3.417009944579174618e+00
1.395092757578387521e-01 3.483015277842291368e+00
1.323516170202621578e-01 3.549020611105407674e+00
2.424494223291544515e-01 3.615025944368524424e+00
1.000000000000000048e-04 3.681031277631640730e+00
