N bins
1.000000000000000048e-04 1.334229147550397787e+00
2.576619381169162004e+00 1.380249240816336043e+00
1.970355997364643952e-01 1.426269334082274298e+00
1.141201663632016444e-01 1.472289427348212776e+00
7.132510397700067561e-02 1.518309520614151031e+00
6.686728497843845431e-02 1.564329613880089509e+00
5.928899268088182184e-02 1.610349707146027765e+00
5.081913658361323499e-02 1.656369800411966242e+00
5.973477458073835761e-02 1.702389893677904498e+00
5.483117368231927441e-02 1.748409986943842753e+00
6.597572117872563258e-02 1.794430080209781231e+00
6.865041257786348716e-02 1.840450173475719708e+00
7.801183247484487493e-02 1.886470266741657964e+00
7.756605057498823508e-02 1.932490360007596220e+00
8.960216187110796315e-02 1.978510453273534697e+00
1.052045283660759944e-01 2.024530546539472731e+00
1.074334378653572786e-01 2.070550639805411208e+00
1.176864215620511134e-01 2.116570733071349686e+00
1.471080269525639195e-01 2.162590826337288163e+00
1.680597762458094779e-01 2.208610919603226641e+00
1.805416694417829593e-01 2.254631012869164675e+00
1.983729454360350364e-01 2.300651106135103152e+00
2.219993861284146330e-01 2.346671199401041186e+00
2.108548386320082402e-01 2.392691292666979663e+00
2.714811770124588297e-01 2.438711385932918141e+00
3.013485643028278593e-01 2.484731479198856618e+00
3.423604990896065292e-01 2.530751572464795096e+00
3.798061786775286386e-01 2.576771665730733130e+00
4.181434220651705225e-01 2.622791758996671607e+00
4.364204799592729112e-01 2.668811852262609641e+00
4.814444518447545951e-01 2.714831945528548118e+00
5.242395142309550504e-01 2.760852038794486596e+00
5.911067992093931300e-01 2.806872132060425074e+00
6.187452770004868707e-01 2.852892225326363551e+00
6.749137963823689246e-01 2.898912318592301585e+00
6.468295366914311728e-01 2.944932411858240062e+00
6.503957918902749658e-01 2.990952505124178096e+00
7.417810813608070042e-01 3.036972598390116573e+00
7.743231600503136525e-01 3.082992691656055051e+00
7.484678098586509121e-01 3.129012784921993529e+00
7.132510397700067006e-01 3.175032878187932006e+00
8.416362269286161713e-01 3.221052971453870484e+00
8.318290251317784767e-01 3.267073064719808517e+00
8.104314939386701999e-01 3.313093157985746551e+00
7.306365338644007501e-01 3.359113251251685028e+00
7.310823157642568626e-01 3.405133344517623506e+00
7.346485709631069838e-01 3.451153437783561984e+00
7.145883854695755932e-01 3.497173531049500461e+00
6.517331375898562928e-01 3.543193624315438939e+00
6.878414714782002948e-01 3.589213717581376528e+00
5.924441449089561385e-01 3.635233810847315006e+00
1.000000000000000048e-04 3.681253904113253927e+00
