N bins
1.000000000000000048e-04 3.143115391552639415e-01
7.461460553900698400e+00 3.802619064457760656e-01
3.365579016020041059e-01 4.462122737362881897e-01
2.578089775502818704e-01 5.121626410268003138e-01
2.203094899066045387e-01 5.781130083173123824e-01
1.968723101293058664e-01 6.440633756078244510e-01
2.165595411422368000e-01 7.100137428983366306e-01
2.268719002442480814e-01 7.759641101888486991e-01
2.474966184482702281e-01 8.419144774793607677e-01
2.474966184482706444e-01 9.078648447698729473e-01
2.371842593462593352e-01 9.738152120603850159e-01
2.587464647413733609e-01 1.039765579350897085e+00
2.624964135057410997e-01 1.105715946641409264e+00
2.615589263146491650e-01 1.171666313931921444e+00
2.446841568749952289e-01 1.237616681222433623e+00
2.409342081106266575e-01 1.303567048512945581e+00
2.559340031680985006e-01 1.369517415803457761e+00
2.521840544037298737e-01 1.435467783093969718e+00
2.315593361997073663e-01 1.501418150384481898e+00
2.306218490086154316e-01 1.567368517674994077e+00
1.959348229382139039e-01 1.633318884965506257e+00
2.287468746264330888e-01 1.699269252256018436e+00
2.249969258620638235e-01 1.765219619546530172e+00
2.099971308045928964e-01 1.831169986837042352e+00
1.837474894540187809e-01 1.897120354127554531e+00
1.762475919252833312e-01 1.963070721418066711e+00
1.584353352945366278e-01 2.029021088708578890e+00
1.424980530459737660e-01 2.094971455999091070e+00
1.612477968678135143e-01 2.160921823289603250e+00
1.518729249568930850e-01 2.226872190580114985e+00
1.265607707974109042e-01 2.292822557870627165e+00
1.209358476508593100e-01 2.358772925161139344e+00
1.068735397844803175e-01 2.424723292451651524e+00
1.303107195617786429e-01 2.490673659742163704e+00
9.656118068246904995e-02 2.556624027032675883e+00
8.718630877154974479e-02 2.622574394323188063e+00
1.087485141666649086e-01 2.688524761613700242e+00
8.437384719827394075e-02 2.754475128904211978e+00
1.003111294468367887e-01 2.820425496194724158e+00
6.093666742097562233e-02 2.886375863485236337e+00
4.593687236350469522e-02 2.952326230775748517e+00
3.843697483476923860e-02 3.018276598066260696e+00
4.031194921695337857e-02 3.084226965356772876e+00
5.906169303879175297e-02 3.150177332647284612e+00
2.624964135057411205e-02 3.216127699937796791e+00
3.937446202586117328e-02 3.282078067228308971e+00
3.937446202586117328e-02 3.348028434518821150e+00
3.656200045258537618e-02 3.413978801809333330e+00
3.187456449712592482e-02 3.479929169099845510e+00
2.156220539511444906e-02 3.545879536390357245e+00
4.031194921695310102e-02 3.611829903680869425e+00
1.000000000000000048e-04 3.677780270971381604e+00
