N bins
9.999999999999999547e-07 -3.501403559740902782e+00
1.085793700545443878e-02 7.711163937981872774e-02
1.325307016842232864e-02 3.655626838500540376e+00
8.343047184338151651e-03 7.234142037621261956e+00
7.039030240055635899e-03 1.081265723674198398e+01
6.107589565568122790e-03 1.439117243586270511e+01
5.508806274826146855e-03 1.796968763498342625e+01
5.588644046925082126e-03 2.154820283410414916e+01
5.748319591122936188e-03 2.512671803322486852e+01
5.881382544621164242e-03 2.870523323234559143e+01
5.389049616677752189e-03 3.228374843146630724e+01
6.041058088819011365e-03 3.586226363058703015e+01
6.613228788861340475e-03 3.944077882970775306e+01
6.120895860917941432e-03 4.301929402882847597e+01
6.227346223716526130e-03 4.659780922794919888e+01
6.786210628409021853e-03 5.017632442706991469e+01
6.160814746967406032e-03 5.375483962619063760e+01
6.972498763306524475e-03 5.733335482531136051e+01
6.932579877257059875e-03 6.091187002443208343e+01
7.158786898204012351e-03 6.449038522355280634e+01
6.520084721412602174e-03 6.806890042267353635e+01
6.892660991207580530e-03 7.164741562179425216e+01
7.278543556352435641e-03 7.522593082091498218e+01
7.597894644748155041e-03 7.880444602003569798e+01
6.426940653963824843e-03 8.238296121915641379e+01
7.611200940097976285e-03 8.596147641827714381e+01
6.772904333059187598e-03 8.953999161739785961e+01
6.493472130712959686e-03 9.311850681651858963e+01
6.546697312112245530e-03 9.669702201563930544e+01
7.225318374953120307e-03 1.002755372147600212e+02
6.187427337667061530e-03 1.038540524138807513e+02
6.493472130712933665e-03 1.074325676130014671e+02
6.293877700465634085e-03 1.110110828121221971e+02
5.814851067872055419e-03 1.145895980112429129e+02
5.428968502727207247e-03 1.181681132103636287e+02
5.548725160875622731e-03 1.217466284094843587e+02
5.056392232932241902e-03 1.253251436086050745e+02
5.149536300380932498e-03 1.289036588077257761e+02
4.564059304988822043e-03 1.324821740068465203e+02
3.898744537497739887e-03 1.360606892059672361e+02
3.858825651448274854e-03 1.396392044050879520e+02
3.033835339759333432e-03 1.432177196042086678e+02
3.566087153752170620e-03 1.467962348033293836e+02
2.767709432762900310e-03 1.503747500024501278e+02
2.448358344367181343e-03 1.539532652015708436e+02
2.035863188522710632e-03 1.575317804006915594e+02
1.836268758275386116e-03 1.611102955998122752e+02
1.357242125681796391e-03 1.646888107989329910e+02
1.037891037286087616e-03 1.682673259980537352e+02
6.653147674910819386e-04 1.718458411971744511e+02
3.060447930458976679e-04 1.754243563962951669e+02
9.999999999999999547e-07 1.790028715954158827e+02
