dE N yerr
1.184137206745687808e+18 1.495213653944673836e+08 1.798852930106280604e+06
1.615500532640152064e+18 2.644385265059365928e+08 3.019641320954341441e+06
2.204003012567387648e+18 3.293217341751943231e+08 4.275463660971927457e+06
3.006888070452983808e+18 3.806054223162328601e+08 5.753555603166530840e+06
4.102252046243968512e+18 3.766471153594424725e+08 7.221878765776225366e+06
5.596640598722930688e+18 4.042711892741252780e+08 9.195108645871009678e+06
7.635412363302400000e+18 4.217769751876267195e+08 1.184000966386284493e+07
1.041687793405467238e+19 4.918856635123922229e+08 1.651590419214562327e+07
1.421158946365833626e+19 4.626537323359014988e+08 1.936145610651529208e+07
1.938865717369016730e+19 7.427731746470093727e+08 3.321782620748072490e+07
2.645165257272483021e+19 1.362012941136340857e+09 6.343526688061191887e+07
3.608759067531498701e+19 2.967035556994243145e+09 1.364244402572713494e+08
4.923375570462264525e+19 6.419951733680486679e+09 2.930293652192667723e+08
6.716887039068872704e+19 1.357219522950080109e+10 6.240502015158855915e+08
9.163747686909689856e+19 2.984804212681434631e+10 1.399297797840739250e+09
1.250196276651745116e+20 6.167045795423255920e+10 2.859899007271969318e+09
1.705623925445490770e+20 1.650065936703540039e+11 7.920569958471123695e+09
2.326956998178979512e+20 4.175528881573423462e+11 1.940532838631853104e+10
3.174632338696725463e+20 2.266919792052181250e+13 9.903085092205936279e+11
4.331103021579715215e+20 2.264572029451553125e+13 9.930805293644393311e+11
