N bins
9.999999999999999547e-07 -3.239938914351171206e+00
5.567091715197021538e-04 3.479285732217057836e-01
1.450033190935037840e-03 3.935796060794582552e+00
2.136209611645368493e-03 7.523663548367459875e+00
2.408090834945687559e-03 1.111153103594033631e+01
3.245312379711752689e-03 1.469939852351321363e+01
3.767496951447287662e-03 1.828726601108608918e+01
4.328521697940006241e-03 2.187513349865896473e+01
4.691029995673770200e-03 2.546300098623184383e+01
5.195952267517216054e-03 2.905086847380471937e+01
5.597300740008164487e-03 3.263873596137759847e+01
6.110854161797656635e-03 3.622660344895047757e+01
6.305055035583611092e-03 3.981447093652335667e+01
6.693456783155483578e-03 4.340233842409622866e+01
6.827239607319133055e-03 4.699020591166910776e+01
7.077542955754361972e-03 5.057807339924198686e+01
7.586780802570819264e-03 5.416594088681485886e+01
8.005391574953850745e-03 5.775380837438773796e+01
8.022653874845950273e-03 6.134167586196061706e+01
8.039916174738016841e-03 6.492954334953348905e+01
7.988129275061766829e-03 6.851741083710636815e+01
8.549154021554490612e-03 7.210527832467924725e+01
8.186645723820730122e-03 7.569314581225212635e+01
8.587994196311711514e-03 7.928101329982500545e+01
8.687252420691160201e-03 8.286888078739787034e+01
8.540522871608448655e-03 8.645674827497074943e+01
8.212539173658855995e-03 9.004461576254362853e+01
8.143489974090522068e-03 9.363248325011650763e+01
8.372215447660629611e-03 9.722035073768938673e+01
8.251379348416078632e-03 1.008082182252622658e+02
8.147805549063542180e-03 1.043960857128351307e+02
7.310584004297478351e-03 1.079839532004080098e+02
7.543625052840609475e-03 1.115718206879808889e+02
7.616989827381966116e-03 1.151596881755537680e+02
7.181116755106850720e-03 1.187475556631266471e+02
6.745243682831734457e-03 1.223354231506995262e+02
6.287792735691539320e-03 1.259232906382724053e+02
5.687927814441604175e-03 1.295111581258452702e+02
5.718136839252750160e-03 1.330990256134181493e+02
5.226161292328362906e-03 1.366868931009910284e+02
5.006066968704295586e-03 1.402747605885639075e+02
4.492513546914802570e-03 1.438626280761367866e+02
4.212001173668440679e-03 1.474504955637096657e+02
3.858124025880723448e-03 1.510383630512825448e+02
3.128791855440184091e-03 1.546262305388554239e+02
2.718812233003216252e-03 1.582140980264283030e+02
2.235467836024848838e-03 1.618019655140011537e+02
1.808225913695775400e-03 1.653898330015740328e+02
1.337828241636492606e-03 1.689777004891469119e+02
6.559673958991834751e-04 1.725655679767197910e+02
2.330410485431309614e-04 1.761534354642926701e+02
9.999999999999999547e-07 1.797413029518655492e+02
