N bins
9.999999999999999547e-07 -1.513659092890773383e+00
7.998310722037909942e-04 2.675644034462309473e-01
1.773538464451884138e-03 2.048787899783235389e+00
2.677695328682254926e-03 3.830011396120239997e+00
3.999155361018955079e-03 5.611234892457245493e+00
5.633592769435398842e-03 7.392458388794249657e+00
6.224772257586021033e-03 9.173681885131253821e+00
8.763366530232841872e-03 1.095490538146825976e+01
8.693816002215122227e-03 1.273612887780526393e+01
8.867692322259423943e-03 1.451735237414226809e+01
9.493647074418923304e-03 1.629857587047927225e+01
1.220611766711001897e-02 1.807979936681627464e+01
1.279729715526064550e-02 1.986102286315328058e+01
1.307549926733155531e-02 2.164224635949028652e+01
1.380577981151759857e-02 2.342346985582728891e+01
1.404920665957964943e-02 2.520469335216429485e+01
1.460561088372138751e-02 2.698591684850129724e+01
1.634437408416440987e-02 2.876714034483830318e+01
1.596184618006694575e-02 3.054836384117530912e+01
1.610094723610245443e-02 3.232958733751231506e+01
1.634437408416440987e-02 3.411081083384931389e+01
1.756150832447452709e-02 3.589203433018631983e+01
1.630959882015554918e-02 3.767325782652332578e+01
1.829178886866059464e-02 3.945448132286033172e+01
1.790926096456313052e-02 4.123570481919733766e+01
1.829178886866066750e-02 4.301692831553434360e+01
1.710942989235934159e-02 4.479815181187134243e+01
1.644869987619099194e-02 4.657937530820834837e+01
1.777015990852769123e-02 4.836059880454535431e+01
1.533589142790745853e-02 5.014182230088236025e+01
1.825701360465180681e-02 5.192304579721936619e+01
1.624004829213782780e-02 5.370426929355636503e+01
1.564886880398720301e-02 5.548549278989337097e+01
1.408398192358848236e-02 5.726671628623037691e+01
1.481426246777455165e-02 5.904793978256738285e+01
1.317982505935816340e-02 6.082916327890438879e+01
1.391010560354412340e-02 6.261038677524138762e+01
1.349280243543785583e-02 6.439161027157840067e+01
1.234521872314555888e-02 6.617283376791540661e+01
1.126718553887078554e-02 6.795405726425239834e+01
1.032825341063155385e-02 6.973528076058940428e+01
8.902467586268275959e-03 7.151650425692641022e+01
7.859209666002462194e-03 7.329772775326341616e+01
7.998310722037903220e-03 7.507895124960042210e+01
7.128929121816392038e-03 7.686017474593742804e+01
5.703143297453114151e-03 7.864139824227443398e+01
4.381683265116416599e-03 8.042262173861143992e+01
3.373200608859463958e-03 8.220384523494844586e+01
2.538594272646813033e-03 8.398506873128545180e+01
2.156066368549364957e-03 8.576629222762245774e+01
5.564042241417672474e-04 8.754751572395944947e+01
9.999999999999999547e-07 8.932873922029645541e+01
