dE N yerr
3.393422001778966662e-02 1.135635482209181035e-01 1.763485672750103855e-03
4.792981062827709332e-02 7.548115924218518069e-02 1.433129161205629575e-03
6.769764402005366832e-02 6.162394395062856939e-02 1.299146808576940584e-03
9.561838333577928062e-02 3.677645321057078365e-02 1.003907236627756515e-03
1.350545556510016065e-01 2.323046170261196600e-02 7.926131248452643980e-04
1.907555050166215849e-01 1.857274199541843196e-02 7.060297129245625370e-04
2.694293614809763482e-01 1.510921546745953685e-02 6.413504783750654213e-04
3.805509089854116622e-01 1.516722103492064780e-02 6.403605740091643933e-04
5.375026446026310856e-01 1.407049101840905474e-02 6.135025627371395833e-04
7.591864482076369214e-01 1.413608872586044271e-02 6.187197950604250447e-04
1.072299957832255402e+00 1.350556891661153225e-02 6.051990143005262076e-04
1.514551797232002173e+00 1.361283238732935788e-02 6.033781873303159819e-04
2.139202869256781714e+00 1.316793321806124933e-02 5.979250465651526859e-04
3.021480628262369184e+00 1.353323123073058715e-02 6.034169561349239045e-04
4.267638809841605152e+00 1.354992896261451862e-02 6.035618070622473987e-04
6.027753691652916856e+00 1.396174417482127540e-02 6.128525494806433792e-04
8.513797953905077875e+00 1.367473715803968828e-02 6.055275391504103162e-04
1.202516879551554574e+01 1.269205365440159543e-02 5.848189622540538599e-04
1.698474468663119552e+01 1.342381189768339020e-02 6.027469475585099873e-04
2.398981311411010964e+01 1.262575141027040722e-02 5.830030312837351661e-04
