dE N yerr
1.698696169167496439e+00 3.081385803022212988e-01 1.442991111559934619e-02
2.399052834201232720e+00 3.535621468250528254e-01 1.540140901828962808e-02
3.388160052253266219e+00 3.339606928891623028e-01 1.496513648551657354e-02
4.785066996453627652e+00 3.126351830811138766e-01 1.445156645016702247e-02
6.757905709124448990e+00 3.459520276746816947e-01 1.524446775045325102e-02
9.544127513212218972e+00 3.639361779507873096e-01 1.557503059583581831e-02
1.347908270834043520e+01 3.357203493675137151e-01 1.501387045231478146e-02
1.903638341029802916e+01 3.393031733850711551e-01 1.521982739104615207e-02
2.688490761464341006e+01 3.346101404452807571e-01 1.503960737780096063e-02
3.796930550668054849e+01 3.361040201642404024e-01 1.503102873196403115e-02
5.362369777586321362e+01 3.301863915567573859e-01 1.496217360383436494e-02
7.573225068999971654e+01 3.332287782919861052e-01 1.503840424392176300e-02
1.069559547822629781e+02 3.706691876416650100e-01 1.579103829716711760e-02
1.510529022861333601e+02 3.379959425560766229e-01 1.507049420540581587e-02
2.133306119842893906e+02 3.360841626560208684e-01 1.498525215282992852e-02
3.012848433946923024e+02 3.451855871966586498e-01 1.530008215550589246e-02
4.255017881167903511e+02 3.373204667546082502e-01 1.508542987730523803e-02
6.009322262965697519e+02 3.283374551383547724e-01 1.484793296684754765e-02
8.486910059767665189e+02 3.179065415575790809e-01 1.466393529116991924e-02
1.198598431082289608e+03 3.359108173044182966e-01 1.505252365011240656e-02
