N bins
1.000000000000000048e-04 -1.723633093878829126e+00
4.641909985566096353e+00 -1.617950521704150768e+00
6.360131578736340219e-02 -1.512267949529472411e+00
2.810290697581173738e-02 -1.406585377354794053e+00
5.226154630589550931e-02 -1.300902805180115696e+00
6.606648306594338493e-02 -1.195220233005437338e+00
1.074812933460868869e-01 -1.089537660830758981e+00
1.533334047276745660e-01 -9.838550886560805120e-01
1.617149734748464796e-01 -8.781725164814021545e-01
1.774920440577583136e-01 -7.724899443067237970e-01
2.228511219836296908e-01 -6.668073721320454395e-01
3.002573745310411768e-01 -5.611247999573669709e-01
4.111899020671401228e-01 -4.554422277826886134e-01
4.728190840316395249e-01 -3.497596556080102559e-01
4.989498571845872865e-01 -2.440770834333318984e-01
4.427440432329637909e-01 -1.383945112586535409e-01
4.678887494744795594e-01 -3.271193908397518335e-02
3.357557833425928728e-01 7.297063309070317416e-02
2.682101999095014566e-01 1.786532052653815317e-01
1.774920440577583136e-01 2.843357774400598892e-01
1.173419624604066375e-01 3.900183496147382467e-01
8.233658710457139596e-02 4.957009217894168263e-01
6.655951652165922883e-02 6.013834939640949617e-01
5.226154630589562033e-02 7.070660661387735413e-01
4.190784373585951933e-02 8.127486383134516768e-01
1.627010403862787918e-02 9.184312104881302563e-01
3.944267645727954179e-03 1.024113782662808392e+00
1.281886984861590681e-02 1.129796354837486971e+00
7.888535291455908358e-03 1.235478927012165107e+00
3.451234190011974543e-03 1.341161499186843686e+00
1.972133822863977089e-03 1.446844071361521822e+00
2.465167278579981879e-03 1.552526643536200401e+00
1.000000000000000048e-04 1.658209215710878537e+00
4.930334557159942723e-04 1.763891787885557116e+00
1.000000000000000048e-04 1.869574360060235696e+00
1.000000000000000048e-04 1.975256932234913831e+00
4.930334557159964408e-04 2.080939504409592189e+00
1.000000000000000048e-04 2.186622076584270324e+00
1.479100367147989214e-03 2.292304648758949348e+00
1.000000000000000048e-04 2.397987220933627484e+00
1.000000000000000048e-04 2.503669793108305619e+00
1.000000000000000048e-04 2.609352365282984643e+00
1.000000000000000048e-04 2.715034937457662778e+00
1.000000000000000048e-04 2.820717509632340914e+00
1.000000000000000048e-04 2.926400081807019049e+00
1.000000000000000048e-04 3.032082653981698073e+00
1.000000000000000048e-04 3.137765226156376208e+00
1.000000000000000048e-04 3.243447798331054344e+00
1.000000000000000048e-04 3.349130370505732479e+00
1.000000000000000048e-04 3.454812942680411503e+00
4.930334557159964408e-04 3.560495514855089638e+00
1.000000000000000048e-04 3.666178087029767774e+00
