N bins
1.000000000000000048e-04 1.658635091797284078e+00
3.200348535483837215e-02 1.698294585774890120e+00
6.810998165260474801e-02 1.737954079752496162e+00
4.718462584367195956e-02 1.777613573730102203e+00
4.472281927791516704e-02 1.817273067707708245e+00
4.472281927791491724e-02 1.856932561685314287e+00
3.446529192059535895e-02 1.896592055662920551e+00
3.405499082630217972e-02 1.936251549640526370e+00
4.431251818362261230e-02 1.975911043618132634e+00
3.774770067493735809e-02 2.015570537595738454e+00
4.759492693796502777e-02 2.055230031573344718e+00
4.800522803225729107e-02 2.094889525550950538e+00
4.841552912655008867e-02 2.134549019528556801e+00
5.457004554094266324e-02 2.174208513506163065e+00
6.113486304962680723e-02 2.213868007483768885e+00
6.523787399255551178e-02 2.253527501461375149e+00
7.303359478411791672e-02 2.293186995438980968e+00
6.810998165260512272e-02 2.332846489416587232e+00
7.303359478411791672e-02 2.372505983394193052e+00
7.385419697270352579e-02 2.412165477371799316e+00
8.862503636724522460e-02 2.451824971349405580e+00
1.013443702903220750e-01 2.491484465327011399e+00
1.099606932704696866e-01 2.531143959304617219e+00
1.247315326650104000e-01 2.570803453282223483e+00
1.280139414193542102e-01 2.610462947259829747e+00
1.555041147369702059e-01 2.650122441237435567e+00
1.706852552258056044e-01 2.689781935215041830e+00
1.751985672630244628e-01 2.729441429192647650e+00
1.989960307320089439e-01 2.769100923170253914e+00
2.387952368784080626e-01 2.808760417147859734e+00
2.691575178560751125e-01 2.848419911125465998e+00
2.839283572506189901e-01 2.888079405103072261e+00
3.114185305682366511e-01 2.927738899080678081e+00
3.672194793920536271e-01 2.967398393058283901e+00
3.873242330124007093e-01 3.007057887035890165e+00
4.152247074243155534e-01 3.046717381013496428e+00
4.808728825111638905e-01 3.086376874991102248e+00
5.424180466550780899e-01 3.126036368968708068e+00
5.916541779702138015e-01 3.165695862946314332e+00
6.802792143374656320e-01 3.205355356923920596e+00
7.959841229280268937e-01 3.245014850901526415e+00
9.059448161984965386e-01 3.284674344879132679e+00
9.679002814367198004e-01 3.324333838856738943e+00
1.206695518315130444e+00 3.363993332834344763e+00
1.296961759059532371e+00 3.403652826811950582e+00
1.512780134657543796e+00 3.443312320789556846e+00
1.711776165389569782e+00 3.482971814767163110e+00
2.017040179543414080e+00 3.522631308744768930e+00
2.307943655396984983e+00 3.562290802722374750e+00
2.766249977722039954e+00 3.601950296699981013e+00
2.903700844310159290e+00 3.641609790677587277e+00
1.000000000000000048e-04 3.681269284655193097e+00
