dE N yerr
3.393422001778966662e-02 8.876822430309133649e-02 6.736862082053735696e-04
4.792981062827709332e-02 7.449495447815418503e-02 6.190098984237905584e-04
6.769764402005366832e-02 6.551534595402122574e-02 5.825255014136496113e-04
9.561838333577928062e-02 5.212637332045776811e-02 5.154966551978482862e-04
1.350545556510016065e-01 4.662662148086900438e-02 4.869637640926608130e-04
1.907555050166215849e-01 4.492537825042359351e-02 4.784442306192226817e-04
2.694293614809763482e-01 4.290988178810591774e-02 4.695005197723107777e-04
3.805509089854116622e-01 3.874569759456425455e-02 4.453234292992933442e-04
5.375026446026310856e-01 3.252726847425802675e-02 4.078353781952534897e-04
7.591864482076369214e-01 3.000642054091055833e-02 3.944118279067452236e-04
1.072299957832255402e+00 2.214808123628137990e-02 3.377550724143297623e-04
1.514551797232002173e+00 1.717094391629681027e-02 2.953055330930414368e-04
2.139202869256781714e+00 1.162857408224694279e-02 2.457533333293298260e-04
3.021480628262369184e+00 8.283547347698882318e-03 2.061885733867716551e-04
4.267638809841605152e+00 6.309689680275786493e-03 1.801298631909368424e-04
6.027753691652916856e+00 4.273049562944220871e-03 1.478749778114198197e-04
8.513797953905077875e+00 3.022533485462035579e-03 1.242253610266226300e-04
1.202516879551554574e+01 2.475733223030750045e-03 1.124172547164167460e-04
1.698474468663119552e+01 2.543902156447537879e-03 1.141096068585874718e-04
2.398981311411010964e+01 2.394309134886118615e-03 1.104412449300542880e-04
