N bins
1.000000000000000048e-04 -3.984650440149493655e-01
4.860686806881463262e+00 -3.186339209060028432e-01
4.395893360501308411e-01 -2.388027977970563209e-01
3.313599211035556102e-01 -1.589716746881097986e-01
3.298773263782600607e-01 -7.914055157916327632e-02
2.950363503338146454e-01 6.905715297832459854e-04
2.972602424217579697e-01 8.052169463872976829e-02
3.298773263782602827e-01 1.603528177476762906e-01
3.091210002241221444e-01 2.401839408566227574e-01
3.046732160482354956e-01 3.200150639655693352e-01
2.639018611026082151e-01 3.998461870745159130e-01
2.913298635205759379e-01 4.796773101834623798e-01
2.594540769267212332e-01 5.595084332924088466e-01
2.713148347290856299e-01 6.393395564013554244e-01
2.557475901134830809e-01 7.191706795103020022e-01
2.905885661579277746e-01 7.990018026192483580e-01
2.624192663773123324e-01 8.788329257281949358e-01
2.661257531905508733e-01 9.586640488371415136e-01
2.238718035196280431e-01 1.038495171946088202e+00
2.283195876955159409e-01 1.118326295055034780e+00
2.246131008822757902e-01 1.198157418163980914e+00
1.853243406619437261e-01 1.277988541272927492e+00
2.008915852775470245e-01 1.357819664381874070e+00
1.645680145078060319e-01 1.437650787490820647e+00
1.541898514307371848e-01 1.517481910599767225e+00
1.297270384633606166e-01 1.597313033708713803e+00
1.171249832983484312e-01 1.677144156817660381e+00
1.408464989030772385e-01 1.756975279926606959e+00
8.821438615508570003e-02 1.836806403035553537e+00
9.636865714421073703e-02 1.916637526144499670e+00
9.488606241891518744e-02 1.996468649253446248e+00
8.673179142978967859e-02 2.076299772362392826e+00
9.340346769361963786e-02 2.156130895471339404e+00
5.707989692387867298e-02 2.235962018580285982e+00
4.966692329740092504e-02 2.315793141689232559e+00
1.171249832983484312e-01 2.395624264798179137e+00
6.745806000094752009e-02 2.475455387907125715e+00
5.856249164917454869e-02 2.555286511016072293e+00
2.816929978061544909e-02 2.635117634125018427e+00
2.446281296737657512e-02 2.714948757233965004e+00
2.223892087943324727e-02 2.794779880342911582e+00
2.520411033002434645e-02 2.874611003451858160e+00
3.039319186855877000e-02 2.954442126560804738e+00
2.149762351678547248e-02 3.034273249669751316e+00
1.408464989030780261e-02 3.114104372778697893e+00
1.334335252765994975e-02 3.193935495887644027e+00
2.446281296737657512e-02 3.273766618996590605e+00
2.149762351678547248e-02 3.353597742105537183e+00
4.521913912151427628e-02 3.433428865214483761e+00
1.111946043971662364e-02 3.513259988323430338e+00
7.412973626477791303e-03 3.593091111432376916e+00
1.000000000000000048e-04 3.672922234541323050e+00
