N bins
1.000000000000000048e-04 1.641961759952887512e+00
6.993266331396787994e-01 1.681948199745497474e+00
1.858675436916099877e-01 1.721934639538107437e+00
9.951658068488229703e-02 1.761921079330717177e+00
7.047477698306840732e-02 1.801907519123327139e+00
5.304969476198034828e-02 1.841893958915937102e+00
3.949685303446690693e-02 1.881880398708546842e+00
3.949685303446690693e-02 1.921866838501156804e+00
3.910962898510960545e-02 1.961853278293766767e+00
3.407571634346182737e-02 2.001839718086376507e+00
4.530521377482943368e-02 2.041826157878986248e+00
4.143297328125472578e-02 2.081812597671596432e+00
5.150079856455027499e-02 2.121799037464206172e+00
4.414354162675736964e-02 2.161785477256815913e+00
5.188802261390721565e-02 2.201771917049425653e+00
6.040695169977324669e-02 2.241758356842035838e+00
6.737698458820862157e-02 2.281744796634645578e+00
6.350474409463272019e-02 2.321731236427255318e+00
7.357256937792895635e-02 2.361717676219865503e+00
8.209149846379441839e-02 2.401704116012475243e+00
8.596373895736866833e-02 2.441690555805084983e+00
8.867430730287227669e-02 2.481676995597695168e+00
9.448266804323508794e-02 2.521663435390304908e+00
1.072610616720320736e-01 2.561649875182914649e+00
1.223627995969765736e-01 2.601636314975524833e+00
1.370773134725623843e-01 2.641622754768134573e+00
1.517918273481464742e-01 2.681609194560744314e+00
1.688296855198790636e-01 2.721595634353354498e+00
1.831569753461073646e-01 2.761582074145964238e+00
2.133604511959916183e-01 2.801568513938573979e+00
2.211049321831443926e-01 2.841554953731184163e+00
2.296238612690098546e-01 2.881541393523793904e+00
2.780268674386968675e-01 2.921527833316403644e+00
3.124898078315193062e-01 2.961514273109013828e+00
3.535355570634164946e-01 3.001500712901623569e+00
4.302059188362008513e-01 3.041487152694233309e+00
4.422098643662936701e-01 3.081473592486843494e+00
5.370797564588755124e-01 3.121460032279452790e+00
5.692193525555492295e-01 3.161446472072062974e+00
6.141373422810347815e-01 3.201432911864673159e+00
7.519891038522971138e-01 3.241419351657282455e+00
8.526673566852513986e-01 3.281405791449892639e+00
1.018399249810291174e+00 3.321392231242502824e+00
1.111333021656072395e+00 3.361378671035112120e+00
1.260801504708073839e+00 3.401365110827722305e+00
1.453251857238791800e+00 3.441351550620332489e+00
1.671646221076398930e+00 3.481337990412941785e+00
2.000399438980952738e+00 3.521324430205551970e+00
2.244737814125548514e+00 3.561310869998161710e+00
2.633123535631112677e+00 3.601297309790771450e+00
2.827897232457974752e+00 3.641283749583381635e+00
1.000000000000000048e-04 3.681270189375991375e+00
