dE N yerr
1.182265228734312704e+18 4.895676328472598689e+05 4.272157548555813264e+03
1.613073760018079232e+18 5.714305528176081134e+05 5.287851152828986415e+03
2.200865670425300480e+18 7.772715441952167312e+05 7.073415973444826705e+03
3.002844519151027712e+18 9.035137646002935944e+05 8.936924295945456834e+03
4.097058410862883840e+18 1.052493449932839256e+06 1.083663596884810613e+04
5.589995590836647936e+18 1.159712258815736044e+06 1.286743613251442912e+04
7.626947817664135168e+18 1.468311327125267358e+06 1.639267214437447183e+04
1.040615007080272691e+19 1.863942792398653924e+06 2.096436159521350783e+04
1.419807266089731686e+19 1.926541114731568843e+06 2.384084757899802571e+04
1.937174323957924659e+19 2.000892757908150321e+06 2.901063510980598949e+04
2.643066035108382310e+19 1.808966321763480315e+06 3.086955266400439723e+04
3.606179361117357261e+19 2.024181842036027927e+06 3.892657388530822936e+04
4.920243918164336640e+19 1.884400808639363851e+06 4.297180930573156365e+04
6.713143687543085466e+19 1.752951662307992810e+06 4.790486846859662910e+04
9.159362608675930112e+19 1.737134827910906868e+06 5.568998583629850327e+04
1.249696525234285773e+20 1.674883012698420789e+06 6.344071788780563656e+04
1.705076512314669793e+20 1.898567675096907420e+06 8.301856799981390941e+04
2.326393531663308554e+20 3.035834976300402544e+06 1.353611912406697811e+05
3.174113786141970268e+20 4.552030363491007127e+06 2.180027166638239578e+05
4.330736906826405642e+20 8.016179796336136758e+06 3.939737433537216275e+05
