dE N yerr
1.182265228734312704e+18 3.660971576244437019e+05 3.194706166242926884e+03
1.613073760018079232e+18 5.168664564651945257e+05 4.782930968954471609e+03
2.200865670425300480e+18 8.492496732516530901e+05 7.728439628445115886e+03
3.002844519151027712e+18 1.177660012128284900e+06 1.164858664816103374e+04
4.097058410862883840e+18 1.665726549383001635e+06 1.715057917031305260e+04
5.589995590836647936e+18 2.241053525097398553e+06 2.486531713753220174e+04
7.626947817664135168e+18 3.475289654631835409e+06 3.879918574669947702e+04
1.040615007080272691e+19 5.328832115696359426e+06 5.993508159651271126e+04
1.419807266089731686e+19 6.731800335066925734e+06 8.330568420956864429e+04
1.937174323957924659e+19 8.337813279892845079e+06 1.208886671815169830e+05
2.643066035108382310e+19 9.135300206474045292e+06 1.558915870530575048e+05
3.606179361117357261e+19 1.211832228256504051e+07 2.330446592800969374e+05
4.920243918164336640e+19 1.359202146919444576e+07 3.099519762334240368e+05
6.713143687543085466e+19 1.513543760448414832e+07 4.136230126863997430e+05
9.159362608675930112e+19 1.797660180679558218e+07 5.763033956375024281e+05
1.249696525234285773e+20 2.058206097898391262e+07 7.796011507774736965e+05
1.705076512314669793e+20 2.809399482490816340e+07 1.228464621172384825e+06
2.326393531663308554e+20 5.424109935950123519e+07 2.418491084272657055e+06
3.174113786141970268e+20 9.845164245519421995e+07 4.714978548338984139e+06
4.330736906826405642e+20 2.130097251893301606e+08 1.046885685397730209e+07
