N bins
5.599999999999999645e+00 -3.582841329910113615e+00
4.900000000000000000e+02 4.011492341762536856e-03
8.510000000000000000e+02 3.590864314593638973e+00
9.140000000000000000e+02 7.177717136845514823e+00
7.640000000000000000e+02 1.076456995909739156e+01
7.940000000000000000e+02 1.435142278134926741e+01
8.390000000000000000e+02 1.793827560360114504e+01
9.500000000000000000e+02 2.152512842585302266e+01
1.013000000000000000e+03 2.511198124810489674e+01
1.116000000000000000e+03 2.869883407035677436e+01
1.146000000000000000e+03 3.228568689260864488e+01
1.150000000000000000e+03 3.587253971486052251e+01
1.290000000000000000e+03 3.945939253711240013e+01
1.357000000000000000e+03 4.304624535936427776e+01
1.387000000000000000e+03 4.663309818161615539e+01
1.424000000000000000e+03 5.021995100386802591e+01
1.537000000000000000e+03 5.380680382611990353e+01
1.564000000000000000e+03 5.739365664837178116e+01
1.610000000000000000e+03 6.098050947062365879e+01
1.610000000000000000e+03 6.456736229287552931e+01
1.616000000000000000e+03 6.815421511512741404e+01
1.722000000000000000e+03 7.174106793737928456e+01
1.731000000000000000e+03 7.532792075963116929e+01
1.829000000000000000e+03 7.891477358188303981e+01
1.711000000000000000e+03 8.250162640413491033e+01
1.667000000000000000e+03 8.608847922638679506e+01
1.647000000000000000e+03 8.967533204863866558e+01
1.756000000000000000e+03 9.326218487089055031e+01
1.662000000000000000e+03 9.684903769314242084e+01
1.737000000000000000e+03 1.004358905153942914e+02
1.629000000000000000e+03 1.040227433376461761e+02
1.605000000000000000e+03 1.076095961598980466e+02
1.588000000000000000e+03 1.111964489821499313e+02
1.424000000000000000e+03 1.147833018044018019e+02
1.417000000000000000e+03 1.183701546266536724e+02
1.385000000000000000e+03 1.219570074489055571e+02
1.377000000000000000e+03 1.255438602711574276e+02
1.252000000000000000e+03 1.291307130934092982e+02
1.173000000000000000e+03 1.327175659156611971e+02
1.105000000000000000e+03 1.363044187379130676e+02
1.049000000000000000e+03 1.398912715601649381e+02
1.001000000000000000e+03 1.434781243824168087e+02
8.520000000000000000e+02 1.470649772046686792e+02
7.680000000000000000e+02 1.506518300269205781e+02
6.290000000000000000e+02 1.542386828491724486e+02
5.880000000000000000e+02 1.578255356714243192e+02
4.710000000000000000e+02 1.614123884936761897e+02
3.880000000000000000e+02 1.649992413159280602e+02
2.870000000000000000e+02 1.685860941381799591e+02
1.420000000000000000e+02 1.721729469604318297e+02
5.600000000000000000e+01 1.757597997826837002e+02
5.599999999999999645e+00 1.793466526049355707e+02
