N bins
1.000000000000000048e-04 -7.036416653202519633e-01
6.764677146265466234e+00 -6.195752826432550098e-01
4.225689765165834832e-01 -5.355088999662580562e-01
2.099444175082388619e-01 -4.514425172892612137e-01
2.742678135107632920e-01 -3.673761346122642601e-01
2.814148575110437256e-01 -2.833097519352673621e-01
2.957089455116045373e-01 -1.992433692582704641e-01
2.974957065116750621e-01 -1.151769865812735105e-01
2.680141500105177044e-01 -3.111060390427666800e-02
2.769479550108682742e-01 5.295577877272028555e-02
2.572935840100973315e-01 1.370221614497172391e-01
2.108377980082739300e-01 2.210885441267140816e-01
2.027973735079583728e-01 3.051549268037110352e-01
1.858231440072922735e-01 3.892213094807079887e-01
1.545548265060656123e-01 4.732876921577049423e-01
1.500879240058899111e-01 5.573540748347016738e-01
1.420474995055743817e-01 6.414204575116986273e-01
1.232865090048381324e-01 7.254868401886955809e-01
1.411541190055393136e-01 8.095532228656925344e-01
1.277534115050137642e-01 8.936196055426894880e-01
1.098858015043122499e-01 9.776859882196862195e-01
1.223931285048030781e-01 1.061752370896683173e+00
1.045255185041018969e-01 1.145818753573680127e+00
9.559171350375131326e-02 1.229885136250677080e+00
8.844466950347083800e-02 1.313951518927674034e+00
8.219100600322563899e-02 1.398017901604670987e+00
5.985649350234879124e-02 1.482084284281667719e+00
4.824254700189330863e-02 1.566150666958664894e+00
1.965437100077134860e-02 1.650217049635661626e+00
2.858817600112181084e-02 1.734283432312658357e+00
2.769479550108689889e-02 1.818349814989655533e+00
2.769479550108675317e-02 1.902416197666652264e+00
3.484183950136748170e-02 1.986482580343649440e+00
2.144113200084147089e-02 2.070548963020645949e+00
1.429408800056082909e-02 2.154615345697642681e+00
1.340070750052592061e-02 2.238681728374640301e+00
2.680141500105184121e-02 2.322748111051637032e+00
2.412127350094665432e-02 2.406814493728633764e+00
1.608084900063110403e-02 2.490880876405630495e+00
2.501465400098145525e-02 2.574947259082627227e+00
1.786761000070122632e-02 2.659013641759624846e+00
1.429408800056098175e-02 2.743080024436621578e+00
1.429408800056098175e-02 2.827146407113618309e+00
8.933805000350613160e-03 2.911212789790615041e+00
8.933805000350519485e-03 2.995279172467611772e+00
1.161394650045579659e-02 3.079345555144609392e+00
7.147044000280490875e-03 3.163411937821606124e+00
6.253663500245429732e-03 3.247478320498602855e+00
2.054775150080619464e-02 3.331544703175599587e+00
1.786761000070122719e-03 3.415611085852597206e+00
6.253663500245462692e-03 3.499677468529593938e+00
1.000000000000000048e-04 3.583743851206590225e+00
