dE N yerr
1.696680622664781257e-01 4.334610025452874105e-01 1.161380347893639468e-02
2.396374340089948984e-01 3.620363018020427703e-01 1.063433658490029778e-02
3.384614582809509220e-01 3.065493022052250272e-01 9.782381325717258436e-03
4.780394983588749369e-01 2.941226692292586709e-01 9.547625867156885049e-03
6.751780931036256428e-01 2.658167007056612685e-01 9.080125524993687067e-03
9.536146259295497085e-01 2.283014185838052879e-01 8.449814598547870925e-03
1.346875534137307984e+00 1.948163457373012775e-01 7.811423797662061901e-03
1.902313214511957229e+00 1.990277947672579040e-01 7.867264364313458422e-03
2.686807707458064076e+00 1.739438317555585811e-01 7.357040195603434946e-03
3.794819697295796157e+00 1.570617388556415639e-01 7.003036803976429511e-03
5.359764487428961388e+00 1.477233696990082057e-01 6.785159089645057678e-03
7.570076486420596495e+00 1.540143463319242345e-01 6.887730958167559078e-03
1.069189852365086146e+01 1.409980486138459055e-01 6.639338804621686824e-03
1.510112800644904141e+01 1.573858496953549346e-01 6.989750976019319488e-03
2.132867858432420149e+01 1.658742221194649258e-01 7.171367987401320102e-03
3.012440726011568870e+01 1.539982036108998309e-01 6.900824512082201143e-03
4.254740438726826568e+01 1.637303286072301078e-01 7.138981579740732823e-03
6.009351833755496841e+01 1.465170224933299570e-01 6.729749727371820908e-03
8.487547003611496166e+01 1.514312753627204133e-01 6.840967701861958190e-03
1.198772448866497342e+02 1.440713366257581340e-01 6.673975791788811125e-03
