N bins
1.000000000000000048e-04 -3.984605531934509726e-01
1.823586606452147096e+00 -3.186212578089236414e-01
2.992017384041624206e-01 -2.387819624243963101e-01
2.299304851613577505e-01 -1.589426670398690067e-01
2.174115839728990029e-01 -7.910337165534170323e-02
2.432839797623802536e-01 7.359237291856279839e-04
2.370245291681511157e-01 8.057521911371295920e-02
2.282612983362296843e-01 1.604145144982402349e-01
2.432839797623804479e-01 2.402538098827676216e-01
2.194980675043089469e-01 3.200931052672948973e-01
2.370245291681507827e-01 3.999324006518221730e-01
2.591412546010946061e-01 4.797716960363495597e-01
2.708255623769895704e-01 5.596109914208768910e-01
2.820925734466023238e-01 6.394502868054041667e-01
3.050438922921090978e-01 7.192895821899314424e-01
3.451043760951776895e-01 7.991288775744589401e-01
3.730632554160687731e-01 8.789681729589862158e-01
4.210523766384937638e-01 9.588074683435134915e-01
3.976837610867041684e-01 1.038646763728040767e+00
4.314847942955414295e-01 1.118486059112568043e+00
4.586090802038698122e-01 1.198325354497095541e+00
4.319020910018245840e-01 1.278164649881622816e+00
4.106199589814448214e-01 1.358003945266150092e+00
4.110372556877268102e-01 1.437843240650677368e+00
3.972664643804222351e-01 1.517682536035204643e+00
3.538676069270978441e-01 1.597521831419731919e+00
2.896039141596783439e-01 1.677361126804259417e+00
3.380103320883826035e-01 1.757200422188786471e+00
3.250741341936438378e-01 1.837039717573314190e+00
2.311823752802036891e-01 1.916879012957841466e+00
2.495434303566104739e-01 1.996718308342368742e+00
1.352041328353537908e-01 2.076557603726895795e+00
1.735954298132937612e-01 2.156396899111423071e+00
1.293619789474063919e-01 2.236236194495950347e+00
1.076625502207446822e-01 2.316075489880477623e+00
1.114182205772822898e-01 2.395914785265004898e+00
1.281100888285605366e-01 2.475754080649532174e+00
5.716964876062799461e-02 2.555593376034059450e+00
8.763230831921030306e-02 2.635432671418586725e+00
5.174479157896256371e-02 2.715271966803114445e+00
4.214696733447757110e-02 2.795111262187641721e+00
4.882371463498886427e-02 2.874950557572168997e+00
8.679771490664688061e-02 2.954789852956696272e+00
3.880859368422192451e-02 3.034629148341223548e+00
3.171454967742867032e-02 3.114468443725750824e+00
2.295131884550758936e-02 3.194307739110278099e+00
5.174479157896256371e-02 3.274147034494805375e+00
2.015543091341848447e-01 3.353986329879332651e+00
1.043241765704890252e-02 3.433825625263859926e+00
1.043241765704884527e-02 3.513664920648387202e+00
3.713940685909409428e-02 3.593504216032914922e+00
1.000000000000000048e-04 3.673343511417442198e+00
