dE N yerr
1.184137206745687808e+18 1.980590016408773363e+08 2.382796695948309731e+06
1.615500532640152064e+18 2.912886196616882682e+08 3.326244340702907182e+06
2.204003012567387648e+18 3.031193294143052697e+08 3.935287420658368617e+06
3.006888070452983808e+18 2.893837209279409647e+08 4.374570700747272000e+06
4.102252046243968512e+18 2.391687153014171720e+08 4.585850776594783179e+06
5.596640598722930688e+18 2.079659289268241823e+08 4.730164705912245438e+06
7.635412363302400000e+18 1.774328192304640114e+08 4.980846319172789343e+06
1.041687793405467238e+19 1.722329719217706323e+08 5.783017221270988695e+06
1.421158946365833626e+19 1.346492898694880605e+08 5.634897404629121535e+06
1.938865717369016730e+19 1.807008618842393458e+08 8.081188215319197625e+06
2.645165257272483021e+19 2.741338168545118570e+08 1.276768473187802918e+07
3.608759067531498701e+19 4.969801577659322619e+08 2.285117199972917885e+07
4.923375570462264525e+19 8.845908510760046244e+08 4.037586360808506608e+07
6.716887039068872704e+19 1.551773458718803883e+09 7.135061964888127148e+07
9.163747686909689856e+19 2.772909169626941204e+09 1.299959869456768930e+08
1.250196276651745116e+20 4.828784198987676620e+09 2.239295052302694023e+08
1.705623925445490770e+20 1.066291822323184013e+10 5.118364537437167168e+08
2.326956998178979512e+20 2.175275698835203934e+10 1.010936349954531908e+09
3.174632338696725463e+20 8.424809006974721680e+11 3.680394902994132233e+10
4.331103021579715215e+20 7.854370424983425293e+11 3.444369283919836426e+10
