dE N yerr
1.183307149917165056e+18 5.317265909399079392e+05 6.002178158752939453e+03
1.614446620006416896e+18 5.733038028781074099e+05 7.131284201166431558e+03
2.202672306199284480e+18 7.299491285631702049e+05 9.068565715251270376e+03
3.005218771790664704e+18 8.826489247220234247e+05 1.178542576030862438e+04
4.100174066248913408e+18 8.484488356068036519e+05 1.315622213886606005e+04
5.594077719514253312e+18 8.495128277855586493e+05 1.486034585735023029e+04
7.632287075215604736e+18 9.329477761105821701e+05 1.772947419718533274e+04
1.041312061062342656e+19 8.916223283519990509e+05 1.943829048758588397e+04
1.420715439327565824e+19 8.798310387346628122e+05 2.242017089153848428e+04
1.938354922619950694e+19 7.509043185501556145e+05 2.449179835836655911e+04
2.644597012209082368e+19 8.245638136730300030e+05 3.053940050640851769e+04
3.608159308374739354e+19 8.218762610251108417e+05 3.583550792449431174e+04
4.922796756749124403e+19 1.265412388820074731e+06 5.757825737299115281e+04
6.716424037046113894e+19 1.964308276579625672e+06 9.290859337853346369e+04
9.163561705765080269e+19 3.469004975122577976e+06 1.605264059836920060e+05
1.250231710687145165e+20 5.725771756778796203e+06 2.649571183062811033e+05
1.705755229895296942e+20 1.007688217761359923e+07 4.793084064200699795e+05
2.327249324619992924e+20 1.760436648915605247e+07 8.317281378418958047e+05
3.175185585845552415e+20 4.440377884658798575e+07 2.083972599877737928e+06
4.332068505899160699e+20 1.497106711071551740e+08 6.972721102513546124e+06
