N bins
9.999999999999999547e-07 -3.561472684423450108e+00
2.874290787552257267e-02 1.894400882694631180e-02
1.712343447903472149e-02 3.599360702077342378e+00
1.059471187361125250e-02 7.179777395327739065e+00
7.685711421574467628e-03 1.076019408857813531e+01
6.413023723808372947e-03 1.434061078182853066e+01
5.834529315732870161e-03 1.792102747507892602e+01
5.818000904073575806e-03 2.150144416832932492e+01
5.355205377613176873e-03 2.508186086157972028e+01
5.735358845777064132e-03 2.866227755483011563e+01
5.983285020666580072e-03 3.224269424808051809e+01
5.421319024250372508e-03 3.582311094133090990e+01
5.966756609007269237e-03 3.940352763458130880e+01
5.437847435909682475e-03 4.298394432783170771e+01
6.247739607215366947e-03 4.656436102108209951e+01
6.148569137259580000e-03 5.014477771433249842e+01
6.446080547126966862e-03 5.372519440758289022e+01
6.379966900489766890e-03 5.730561110083328913e+01
6.396495312149066449e-03 6.088602779408368804e+01
6.363438488830492484e-03 6.446644448733408694e+01
6.743591956994364998e-03 6.804686118058447164e+01
6.710535133675765013e-03 7.162727787383487055e+01
6.627893075379265482e-03 7.520769456708526945e+01
5.917171374029369692e-03 7.878811126033566836e+01
6.413023723808366876e-03 8.236852795358606727e+01
5.718830434117793196e-03 8.594894464683646618e+01
5.950228197347968810e-03 8.952936134008685087e+01
5.933699785688669251e-03 9.310977803333724978e+01
5.123807614382973503e-03 9.669019472658764869e+01
5.619659964161970687e-03 1.002706114198380476e+02
5.983285020666592215e-03 1.038510281130884465e+02
5.305620142635272124e-03 1.074314448063388312e+02
4.958523497789974442e-03 1.110118614995892301e+02
5.057693967745774399e-03 1.145922781928396290e+02
4.644483676263275879e-03 1.181726948860900279e+02
4.545313206307494136e-03 1.217531115793404268e+02
3.966818798231980074e-03 1.253335282725908115e+02
3.999875621550595672e-03 1.289139449658412104e+02
3.818063093298295317e-03 1.324943616590915951e+02
3.206511861904170861e-03 1.360747783523419798e+02
2.942057275355396129e-03 1.396551950455923929e+02
2.793301570421674509e-03 1.432356117388427776e+02
2.942057275355396129e-03 1.468160284320931908e+02
2.247863985664797296e-03 1.503964451253435755e+02
1.669369577589284535e-03 1.539768618185939602e+02
1.818125282522997698e-03 1.575572785118443733e+02
1.454500226018386579e-03 1.611376952050947580e+02
1.471028637677698064e-03 1.647181118983451711e+02
9.751762878986911225e-04 1.682985285915955558e+02
4.132102914824994965e-04 1.718789452848459689e+02
2.313977632301997104e-04 1.754593619780963536e+02
9.999999999999999547e-07 1.790397786713467383e+02
