dE N yerr
1.698696169167496439e+00 5.539812586001057193e-01 9.977191550849742394e-03
2.399052834201232720e+00 4.212639108629741003e-01 8.680780992474521757e-03
3.388160052253266219e+00 2.686689930070906285e-01 6.916285743426241889e-03
4.785066996453627652e+00 1.586743316531105119e-01 5.300937367154277824e-03
6.757905709124448990e+00 1.313641147218972127e-01 4.845438367687509434e-03
9.544127513212218972e+00 1.032557905979233637e-01 4.261822576423948683e-03
1.347908270834043520e+01 9.080804145098665681e-02 4.005371003030132326e-03
1.903638341029802916e+01 8.968023134702100829e-02 4.014638518444465370e-03
2.688490761464341006e+01 8.805530309625027308e-02 3.957791549110068613e-03
3.796930550668054849e+01 8.844842935138194639e-02 3.955534010655552962e-03
5.362369777586321362e+01 8.689115861251689443e-02 3.937414239482089733e-03
7.573225068999971654e+01 8.769178672782171335e-02 3.957474934920622578e-03
1.069559547822629781e+02 9.754452636370487817e-02 4.155536534580710033e-03
1.510529022861333601e+02 8.894630368186703939e-02 3.965919661912650600e-03
2.133306119842893906e+02 8.844320369114735958e-02 3.943487542054813222e-03
3.012848433946923024e+02 9.083831549339882461e-02 4.026337545561981500e-03
4.255017881167903511e+02 8.876854688599311594e-02 3.969850102019156605e-03
6.009322262965697519e+02 8.640459638068651027e-02 3.907350912942145899e-03
8.486910059767665189e+02 8.365961902972003650e-02 3.858930470336196638e-03
1.198598431082289608e+03 8.839758649181392314e-02 3.961190568254393043e-03
