dE N yerr
1.696680622664781257e-01 4.280461363653722540e-01 1.506793763448673572e-02
2.396374340089948984e-01 3.278095065122060836e-01 1.320782140866815467e-02
3.384614582809509220e-01 2.999106136957540025e-01 1.261733434726734771e-02
4.780394983588749369e-01 2.696972286946773822e-01 1.193070297651705955e-02
6.751780931036256428e-01 2.644736386269012640e-01 1.179229670115946801e-02
9.536146259295497085e-01 2.570452808849427728e-01 1.165981072145348685e-02
1.346875534137307984e+00 2.518727053777219393e-01 1.154456652310935881e-02
1.902313214511957229e+00 2.875086029677491051e-01 1.231551544589605009e-02
2.686807707458064076e+00 2.697017411596455139e-01 1.193090259621462819e-02
3.794819697295796157e+00 2.620496518346783765e-01 1.179017123310014369e-02
5.359764487428961388e+00 2.485784016878707647e-01 1.147828410258481396e-02
7.570076486420596495e+00 2.618702856029365700e-01 1.171119519790901273e-02
1.069189852365086146e+01 2.397387005778635616e-01 1.128885451511053503e-02
1.510112800644904141e+01 2.676028460411056797e-01 1.188465963059556589e-02
2.132867858432420149e+01 2.820356087281294943e-01 1.219346267247879700e-02
3.012440726011568870e+01 2.618428381666051963e-01 1.173345814149087500e-02
4.254740438726826568e+01 2.783903508692203710e-01 1.213839612818783283e-02
6.009351833755496841e+01 2.491226008473936271e-01 1.144258002657151142e-02
8.487547003611496166e+01 2.574782951906911532e-01 1.163168372656803000e-02
1.198772448866497342e+02 2.449642060491855344e-01 1.134774771524354499e-02
