N bins
9.999999999999999547e-07 -1.660536218998296842e+00
5.158532632346863635e-04 1.289600689225276486e-01
1.805486421321402055e-03 1.918456356843352140e+00
2.800346286131155660e-03 3.707952644764176853e+00
4.347906075835212582e-03 5.497448932685000678e+00
5.084839309027625390e-03 7.286945220605825391e+00
6.669245760391301868e-03 9.076441508526649216e+00
6.263932482135476341e-03 1.086593779644747393e+01
8.216805550095360525e-03 1.265543408436829864e+01
9.616978693160936620e-03 1.444493037228912335e+01
9.801212001459050013e-03 1.623442666020994807e+01
1.005913863307637303e-02 1.802392294813077100e+01
1.230678499431324228e-02 1.981341923605159749e+01
1.308056488916524776e-02 2.160291552397242043e+01
1.378065146069806270e-02 2.339241181189324692e+01
1.274894493422866308e-02 2.518190809981406986e+01
1.525451792708288137e-02 2.697140438773489635e+01
1.536505791206174351e-02 2.876090067565571928e+01
1.694946436342535667e-02 3.055039696357654222e+01
1.694946436342539137e-02 3.233989325149737226e+01
1.787063090491597048e-02 3.412938953941819875e+01
1.787063090491590109e-02 3.591888582733901814e+01
1.694946436342539137e-02 3.770838211525984462e+01
1.731793098002159734e-02 3.949787840318067111e+01
1.580721785197721982e-02 4.128737469110149760e+01
1.912341740134299375e-02 4.307687097902231699e+01
1.746531762666007556e-02 4.486636726694314348e+01
1.724423765670242414e-02 4.665586355486396997e+01
1.709685101006387306e-02 4.844535984278478935e+01
1.613883780691374031e-02 5.023485613070561584e+01
1.694946436342539137e-02 5.202435241862644233e+01
1.606514448359456365e-02 5.381384870654726882e+01
1.543875123538095313e-02 5.560334499446808820e+01
1.599145116027525862e-02 5.739284128238891469e+01
1.584406451363683938e-02 5.918233757030974118e+01
1.359641815239993369e-02 6.097183385823056057e+01
1.363326481405960702e-02 6.276133014615138705e+01
1.282263825754790566e-02 6.455082643407220644e+01
1.156985176112081126e-02 6.634032272199303293e+01
1.156985176112081126e-02 6.812981900991385942e+01
9.653825354820623830e-03 6.991931529783468591e+01
1.109084515954574489e-02 7.170881158575549819e+01
8.327345535074213989e-03 7.349830787367632468e+01
6.853479068689397047e-03 7.528780416159715116e+01
6.816632407029776623e-03 7.707730044951797765e+01
5.121685970687237140e-03 7.886679673743880414e+01
4.568986045792930786e-03 8.065629302535963063e+01
3.832052812600553107e-03 8.244578931328045712e+01
2.247646361236844970e-03 8.423528560120126940e+01
1.658099774682918626e-03 8.602478188912209589e+01
6.632399098731674072e-04 8.781427817704292238e+01
9.999999999999999547e-07 8.960377446496374887e+01
