N bins
9.999999999999999547e-07 -3.509831792665642158e+00
2.807415439716616588e-03 8.311421363124360528e-02
4.461868945926909628e-03 3.676060219928129147e+00
4.161911369730142245e-03 7.269006226225014800e+00
3.768217050971885487e-03 1.086195223252190090e+01
4.152537695473993047e-03 1.445489823881878699e+01
3.993185233119462760e-03 1.804784424511567309e+01
4.602474059769141521e-03 2.164079025141255741e+01
4.415000574646166243e-03 2.523373625770944528e+01
5.094591958216967455e-03 2.882668226400632960e+01
5.207076049290755224e-03 3.241962827030321392e+01
5.717941296250874349e-03 3.601257427660009824e+01
5.961656826910747414e-03 3.960552028289698256e+01
6.519390445151610793e-03 4.319846628919386688e+01
6.505329933767374853e-03 4.679141229549075121e+01
6.955266298062538072e-03 5.038435830178764263e+01
7.034942529239804516e-03 5.397730430808452695e+01
7.555181450456072839e-03 5.757025031438141127e+01
7.555181450456043349e-03 6.116319632067829559e+01
7.611423495992966290e-03 6.475614232697519412e+01
7.864512700908989420e-03 6.834908833327207844e+01
7.944188932086254998e-03 7.194203433956896276e+01
8.417559482021778200e-03 7.553498034586584708e+01
8.253520182539171579e-03 7.912792635216273140e+01
8.614406641400906145e-03 8.272087235845961573e+01
8.478488364686747117e-03 8.631381836475650005e+01
8.220712322642650255e-03 8.990676437105338437e+01
7.878573212293181124e-03 9.349971037735026869e+01
7.686412890042158136e-03 9.709265638364716722e+01
7.742654935579052454e-03 1.006856023899440515e+02
7.672352378657935207e-03 1.042785483962409359e+02
7.639544518761413015e-03 1.078714944025378202e+02
7.166173968825889813e-03 1.114644404088347045e+02
7.142739783185517687e-03 1.150573864151315888e+02
6.608440350585026435e-03 1.186503324214284731e+02
6.645935047609622358e-03 1.222432784277253575e+02
6.256927565979440199e-03 1.258362244340222418e+02
5.863233247221205993e-03 1.294291704403191261e+02
5.539841485384021380e-03 1.330221164466159962e+02
4.878997450325560196e-03 1.366150624529128947e+02
4.855563264685149039e-03 1.402080084592097649e+02
4.138477184089788333e-03 1.438009544655066634e+02
3.880701142045659812e-03 1.473939004718035335e+02
3.501067334671627718e-03 1.509868464781004320e+02
2.826162788228926692e-03 1.545797924843973306e+02
2.455902655111021245e-03 1.581727384906942007e+02
2.207500287323092229e-03 1.617656844969910992e+02
1.663827180466436167e-03 1.653586305032879693e+02
1.223264490427445781e-03 1.689515765095848678e+02
7.405202662357660091e-04 1.725445225158817379e+02
2.343418564037252775e-04 1.761374685221786365e+02
9.999999999999999547e-07 1.797304145284755066e+02
