dE N yerr
8.479768313379849876e-02 2.256133909189602937e-01 5.394733162093868356e-03
1.197676260154932754e-01 1.670394770861426958e-01 4.698352366165723867e-03
1.691589169807134474e-01 1.514925364229450511e-01 4.469214742062393303e-03
2.389188142577550189e-01 1.524227596136785157e-01 4.444737931433470970e-03
3.374471817695535725e-01 1.179854273313917651e-01 3.928485016661265906e-03
4.766079257423656013e-01 1.202425306764833002e-01 3.949282865203572121e-03
6.731575403571363747e-01 1.168710118311046819e-01 3.919727930462570294e-03
9.507627751549795336e-01 1.096553722466574732e-01 3.794780635941133722e-03
1.342850373689370436e+00 9.057438161190679848e-02 3.455628197066345532e-03
1.896632023507380582e+00 7.208210876504508868e-02 3.070801075458606116e-03
2.678789165996696919e+00 7.110491500196187975e-02 3.065550563187250093e-03
3.783502180138821558e+00 6.791464837285317302e-02 2.975394766823725740e-03
5.343790742781012071e+00 6.852376729298785552e-02 2.999203816450653811e-03
7.547530870349403287e+00 6.319808858563466525e-02 2.872640390256121345e-03
1.066007727114543613e+01 6.312373026113653196e-02 2.863350551867889678e-03
1.505621498988726259e+01 6.001104691771540905e-02 2.801075794018245777e-03
2.126528767622598082e+01 6.622706088866422980e-02 2.941247033208310366e-03
3.003493642036756484e+01 6.412149594641232409e-02 2.899674279150190465e-03
4.242112401724254056e+01 6.380933624537010740e-02 2.882611978841519325e-03
5.991528457726126788e+01 6.741598746330890179e-02 2.964951738512445600e-03
