dE N yerr
1.698696169167496439e+00 3.973967973307198087e-01 1.433982174462414098e-02
2.399052834201232720e+00 3.804586604995238708e-01 1.398593851507368493e-02
3.388160052253266219e+00 2.994379296544955049e-01 1.241210151893885894e-02
4.785066996453627652e+00 2.521304539187221305e-01 1.134388542006683868e-02
6.757905709124448990e+00 2.659052862132595396e-01 1.167194660893880465e-02
9.544127513212218972e+00 2.790215604435176133e-01 1.190835001106531343e-02
1.347908270834043520e+01 2.560177180480940895e-01 1.144946041999826344e-02
1.903638341029802916e+01 2.587499516790642273e-01 1.160652157393044295e-02
2.688490761464341006e+01 2.551710813894518259e-01 1.146908719849101116e-02
3.796930550668054849e+01 2.563103024030332633e-01 1.146254519013420285e-02
5.362369777586321362e+01 2.517975650155077072e-01 1.141003680685366388e-02
7.573225068999971654e+01 2.541176653932194496e-01 1.146816969798549607e-02
1.069559547822629781e+02 2.826694293317173479e-01 1.204212255249723605e-02
1.510529022861333601e+02 2.577530676521298525e-01 1.149264125214322085e-02
2.133306119842893906e+02 2.562951592222577624e-01 1.142763632818395020e-02
3.012848433946923024e+02 2.632358345380999554e-01 1.166772323089934442e-02
4.255017881167903511e+02 2.572379550781841440e-01 1.150403107895713734e-02
6.009322262965697519e+02 2.503875805342356542e-01 1.132291778876367422e-02
8.486910059767665189e+02 2.424330472533719194e-01 1.118260259743884821e-02
1.198598431082289608e+03 2.561629674101286169e-01 1.147893704694105503e-02
