N bins
9.999999999999999547e-07 -1.541394622211024412e+00
7.402551455401022067e-04 2.474270168602252240e-01
1.884285825011169056e-03 2.036248655931474971e+00
3.230204271447718444e-03 3.825070295002724663e+00
4.004107378148735220e-03 5.613891934073974355e+00
5.080842135297974557e-03 7.402713573145224046e+00
6.174400873027670149e-03 9.191535212216473738e+00
7.553967280625134215e-03 1.098035685128772343e+01
8.176454562102038193e-03 1.276917849035897312e+01
9.370957183314466976e-03 1.455800012943022281e+01
1.054863582394646553e-02 1.634682176850147428e+01
1.150760271703250848e-02 1.813564340757272220e+01
1.234880174605532815e-02 1.992446504664397011e+01
1.236562572663578614e-02 2.171328668571522158e+01
1.327412067798048115e-02 2.350210832478647305e+01
1.342553650320459264e-02 2.529092996385772096e+01
1.453591922151471934e-02 2.707975160292896888e+01
1.547806213402030430e-02 2.886857324200022035e+01
1.567994990098581579e-02 3.065739488107147181e+01
1.583136572620995677e-02 3.244621652014271973e+01
1.791753931818654624e-02 3.423503815921396409e+01
1.655479689116954103e-02 3.602385979828521556e+01
1.638655708536503747e-02 3.781268143735646703e+01
1.764835562889923576e-02 3.960150307642771139e+01
1.864097048314619295e-02 4.139032471549896286e+01
1.727822805612918428e-02 4.317914635457021433e+01
1.805213116283019975e-02 4.496796799364146580e+01
1.764835562889930515e-02 4.675678963271271726e+01
1.763153164831877950e-02 4.854561127178396163e+01
1.700904436684187726e-02 5.033443291085521309e+01
1.542759019227899452e-02 5.212325454992646456e+01
1.583136572620989779e-02 5.391207618899770893e+01
1.525935038647436258e-02 5.570089782806896039e+01
1.542759019227893380e-02 5.748971946714021186e+01
1.465368708557791659e-02 5.927854110621146333e+01
1.418261562932518136e-02 6.106736274528271480e+01
1.319000077507806630e-02 6.285618438435395916e+01
1.271892931882542994e-02 6.464500602342522484e+01
1.255068951302086219e-02 6.643382766249646920e+01
1.138983485296924357e-02 6.822264930156771356e+01
9.909324561889124375e-03 7.001147094063897214e+01
9.892500581308666385e-03 7.180029257971021650e+01
8.226926503843367058e-03 7.358911421878146086e+01
7.755855047590638762e-03 7.537793585785271944e+01
6.729592232182766455e-03 7.716675749692396380e+01
5.400497766326627785e-03 7.895557913599520816e+01
5.417321746907127408e-03 8.074440077506646674e+01
3.533035921895924525e-03 8.253322241413771110e+01
3.112436407384529865e-03 8.432204405320896967e+01
1.716046019206605641e-03 8.611086569228021403e+01
7.234311649596417235e-04 8.789968733135145840e+01
9.999999999999999547e-07 8.968850897042271697e+01
