N bins
9.999999999999999547e-07 -3.265704184724901538e+00
4.683901879197113738e-04 3.233025661895771452e-01
1.143743482129527941e-03 3.912309317104055495e+00
1.833620503096544674e-03 7.501316068018534011e+00
2.430908765986409571e-03 1.109032281893301253e+01
2.990072246138621506e-03 1.467932956984749104e+01
3.423968583009983496e-03 1.826833632076197134e+01
3.908697963531545388e-03 2.185734307167644985e+01
4.299023120131304984e-03 2.544634982259092837e+01
5.059703309039678860e-03 2.903535657350540689e+01
5.273928278708378201e-03 3.262436332441988185e+01
5.700562752201139213e-03 3.621337007533436037e+01
6.074548716199047911e-03 3.980237682624883888e+01
6.230678778838952443e-03 4.339138357716331740e+01
6.862460892777168080e-03 4.698039032807779591e+01
6.976835240990120895e-03 5.056939707899227443e+01
7.221923130017877425e-03 5.415840382990675295e+01
7.550522447899534785e-03 5.774741058082123146e+01
7.868228970713276801e-03 6.133641733173570998e+01
7.980787853081594552e-03 6.492542408265019560e+01
7.978972387236944741e-03 6.851443083356467412e+01
8.169596300925199145e-03 7.210343758447915263e+01
8.563552389214260097e-03 7.569244433539363115e+01
8.449178041001306413e-03 7.928145108630810967e+01
8.650694749757461416e-03 8.287045783722258818e+01
8.906675433853117677e-03 8.645946458813706670e+01
8.605308103641209211e-03 9.004847133905154521e+01
8.496380152962208429e-03 9.363747808996602373e+01
8.525427606476608869e-03 9.722648484088050225e+01
8.351142885390204496e-03 1.008154915917949808e+02
8.095162201294546500e-03 1.044044983427094593e+02
8.218613878730750971e-03 1.079935050936239378e+02
7.670343193646437033e-03 1.115825118445384163e+02
7.236446856775076777e-03 1.151715185954528948e+02
7.374422260968479734e-03 1.187605253463673733e+02
6.882431017068318599e-03 1.223495320972818519e+02
6.488474928779284535e-03 1.259385388481963304e+02
6.170768405965500886e-03 1.295275455991107947e+02
6.127197225693900226e-03 1.331165523500252732e+02
5.526278031114734840e-03 1.367055591009397517e+02
5.019763060457372618e-03 1.402945658518542302e+02
4.816430885856567805e-03 1.438835726027687087e+02
4.151970386714651240e-03 1.474725793536831873e+02
3.803400944541842927e-03 1.510615861045976658e+02
3.482063490038784809e-03 1.546505928555121443e+02
2.804894729984318269e-03 1.582395996064266228e+02
2.458140753656160200e-03 1.618286063573411013e+02
1.868114354144895630e-03 1.654176131082555798e+02
1.345260190885682943e-03 1.690066198591700584e+02
7.715729839762688370e-04 1.725956266100845369e+02
3.213374545030578465e-04 1.761846333609990154e+02
9.999999999999999547e-07 1.797736401119134939e+02
