N bins
1.000000000000000048e-04 3.142715330217624725e-01
1.148800880703797711e+00 3.802781902837463202e-01
8.750581880555244330e-02 4.462848475457301678e-01
6.582070335811233963e-02 5.122915048077140154e-01
6.709629838443223471e-02 5.782981620696978631e-01
6.658606037390445154e-02 6.443048193316818217e-01
9.133260388451230893e-02 7.103114765936655584e-01
1.086806962424645417e-01 7.763181338556495170e-01
1.255185505898886444e-01 8.423247911176333647e-01
1.494997370847047646e-01 9.083314483796172123e-01
1.862368738427209458e-01 9.743381056416010599e-01
2.130243693954414208e-01 1.040344762903584908e+00
2.370055558902560144e-01 1.106351420165568644e+00
2.808860247956658784e-01 1.172358077427552825e+00
3.234908986747541682e-01 1.238364734689536562e+00
3.681367245959532575e-01 1.304371391951520298e+00
3.801273178433612898e-01 1.370378049213504257e+00
4.270692148119388798e-01 1.436384706475488215e+00
4.382944510435549113e-01 1.502391363737471952e+00
4.630409945541600347e-01 1.568398020999455689e+00
4.691638506804991504e-01 1.634404678261439869e+00
4.798788489015872183e-01 1.700411335523423606e+00
5.431483622070596429e-01 1.766417992785407343e+00
5.546287174439360479e-01 1.832424650047391079e+00
4.326818329277469233e-01 1.898431307309375260e+00
4.699292076962912068e-01 1.964437964571358997e+00
4.699292076962879872e-01 2.030444621833342733e+00
5.201876517332995054e-01 2.096451279095326914e+00
5.020742023595553549e-01 2.162457936357310651e+00
4.314062379014269588e-01 2.228464593619294387e+00
4.112518364855680120e-01 2.294471250881278124e+00
4.163542165908508119e-01 2.360477908143262304e+00
4.132927885276828084e-01 2.426484565405246041e+00
3.926281491012986180e-01 2.492491222667229778e+00
3.393082770011199845e-01 2.558497879929213514e+00
3.706879146485945187e-01 2.624504537191197695e+00
2.658340034850897871e-01 2.690511194453181432e+00
2.540985292429457365e-01 2.756517851715165168e+00
2.566497192955840001e-01 2.822524508977148905e+00
2.645584084587697671e-01 2.888531166239133086e+00
2.285866287165455313e-01 2.954537823501116822e+00
2.053707992375199964e-01 3.020544480763100559e+00
1.571533072426250510e-01 3.086551138025084740e+00
1.474587850425929936e-01 3.152557795287068476e+00
1.505202131057610249e-01 3.218564452549052213e+00
1.525611651478719910e-01 3.284571109811035949e+00
1.678683054637131467e-01 3.350577767073020130e+00
1.257736695951528483e-01 3.416584424335003867e+00
1.336823587583360062e-01 3.482591081596987603e+00
9.362867493188863077e-02 3.548597738858971784e+00
1.015373640950726908e-01 3.614604396120955521e+00
1.000000000000000048e-04 3.680611053382939257e+00
