N bins
9.999999999999999547e-07 -3.567842527499278216e+00
1.166749122611171995e-02 1.556846807326505225e-02
6.417692671477546323e-03 3.598979463645808341e+00
4.591426871119526354e-03 7.182390459218351175e+00
3.818555764384945483e-03 1.076580145479089623e+01
3.910155302960896181e-03 1.434921245036343862e+01
4.362428024679648741e-03 1.793262344593598101e+01
3.950230101087874937e-03 2.151603444150852695e+01
4.751726063627443111e-03 2.509944543708106934e+01
4.917750227296359064e-03 2.868285643265361173e+01
5.198273814185203415e-03 3.226626742822615057e+01
5.536047112684021505e-03 3.584967842379869296e+01
5.765045959123886975e-03 3.943308941937123535e+01
5.976869892080784348e-03 4.301650041494378485e+01
6.200143767359664500e-03 4.659991141051632724e+01
6.280293363613621144e-03 5.018332240608886963e+01
6.532192094697485130e-03 5.376673340166141202e+01
6.944390018289264138e-03 5.735014439723395441e+01
6.990189787577225609e-03 6.093355539280649680e+01
7.516887134388940822e-03 6.451696638837904629e+01
7.425287595813020482e-03 6.810037738395159579e+01
7.877560317531746154e-03 7.168378837952413107e+01
7.700086211540872576e-03 7.526719937509668057e+01
7.745885980828816700e-03 7.885061037066921585e+01
7.545511990193924656e-03 8.243402136624176535e+01
8.060759394683678775e-03 8.601743236181431485e+01
7.642836499930872815e-03 8.960084335738685013e+01
7.722986096184860684e-03 9.318425435295939963e+01
7.385212797686012236e-03 9.676766534853193491e+01
7.871835346370779918e-03 1.003510763441044844e+02
7.362312913042024128e-03 1.039344873396770197e+02
7.018814643382238067e-03 1.075178983352495692e+02
6.486392325409497638e-03 1.111013093308221045e+02
6.715391171849373515e-03 1.146847203263946540e+02
6.446317527282544903e-03 1.182681313219672035e+02
6.102819257622705065e-03 1.218515423175397387e+02
5.667721449386962235e-03 1.254349533131122882e+02
5.587571853133004723e-03 1.290183643086848235e+02
5.272698439278132240e-03 1.326017753042573588e+02
5.043699592838296261e-03 1.361851862998299225e+02
4.608601784602530012e-03 1.397685972954024578e+02
4.270828486103677227e-03 1.433520082909749931e+02
4.167779005205766302e-03 1.469354192865475568e+02
3.538032177496103735e-03 1.505188302821200921e+02
3.165909052031303048e-03 1.541022412776926274e+02
2.845310667015452186e-03 1.576856522732651626e+02
2.135414243051855527e-03 1.612690632688377264e+02
1.683141521333097763e-03 1.648524742644102616e+02
1.362543136317259044e-03 1.684358852599827969e+02
9.159953857595090404e-04 1.720192962555553606e+02
3.606731831428066867e-04 1.756027072511278959e+02
9.999999999999999547e-07 1.791861182467004312e+02
