N bins
9.999999999999999547e-07 -1.499272760017395623e+00
8.143034895199277937e-04 2.901326474220843887e-01
2.070657444779244738e-03 2.079538054861564511e+00
3.443340469969978328e-03 3.868943462301044800e+00
4.001720005640788461e-03 5.658348869740525977e+00
5.048681635023555617e-03 7.447754277180005822e+00
6.677288614063402530e-03 9.237159684619484779e+00
6.909946753926245362e-03 1.102656509205896640e+01
8.026705825267861291e-03 1.281597049949844624e+01
9.329591408499735700e-03 1.460537590693792609e+01
1.070227443369049097e-02 1.639478131437740771e+01
1.091166675956702255e-02 1.818418672181688578e+01
1.235414722671660838e-02 1.997359212925636740e+01
1.209822327286751327e-02 2.176299753669584902e+01
1.388969094981132822e-02 2.355240294413532709e+01
1.426194397359189375e-02 2.534180835157480871e+01
1.465746281135868814e-02 2.713121375901428678e+01
1.482032350926267526e-02 2.892061916645376840e+01
1.582075351067286847e-02 3.071002457389325002e+01
1.621627234843975654e-02 3.249942998133273164e+01
1.623953816242597673e-02 3.428883538877220616e+01
1.582075351067286847e-02 3.607824079621168778e+01
1.684444932606934953e-02 3.786764620365116940e+01
1.710037327991846892e-02 3.965705161109065102e+01
1.872898025895832277e-02 4.144645701853013264e+01
1.733303141978137507e-02 4.323586242596961426e+01
1.717017072187732030e-02 4.502526783340908878e+01
1.754242374565785981e-02 4.681467324084857040e+01
1.696077839600076617e-02 4.860407864828805202e+01
1.670485444215165025e-02 5.039348405572753364e+01
1.707710746593225568e-02 5.218288946316701526e+01
1.682118351208306689e-02 5.397229487060648978e+01
1.565789281276888656e-02 5.576170027804597140e+01
1.577422188270030320e-02 5.755110568548545302e+01
1.426194397359186600e-02 5.934051109292493464e+01
1.435500722953705899e-02 6.112991650036441627e+01
1.295905839035993261e-02 6.291932190780389078e+01
1.256353955259321108e-02 6.470872731524337951e+01
1.202842583090868618e-02 6.649813272268285402e+01
1.102799582949839756e-02 6.828753813012232854e+01
9.887970944170583129e-03 7.007694353756181727e+01
9.771641874239086686e-03 7.186634894500129178e+01
8.771211872828964598e-03 7.365575435244078051e+01
8.398958849048423353e-03 7.544515975988025502e+01
7.398528847638165956e-03 7.723456516731972954e+01
5.653592798666944898e-03 7.902397057475921827e+01
4.816023495160692836e-03 8.081337598219869278e+01
4.071517447599651979e-03 8.260278138963818151e+01
2.605771166463756623e-03 8.439218679707765602e+01
1.721670234984995669e-03 8.618159220451714475e+01
7.212402335747955182e-04 8.797099761195661927e+01
9.999999999999999547e-07 8.976040301939609378e+01
